diagnostic_name_zh,variant,record_scope,offset,reference_subset,final_verdict,generation_stage,actual_correct_to_wrong_ci95_high,actual_correct_to_wrong_ci95_low,actual_correct_to_wrong_count,actual_correct_to_wrong_metric_task_group_count,actual_correct_to_wrong_metric_transition_count,actual_correct_to_wrong_task_group_macro,actual_correct_to_wrong_transition_micro,actual_fresh_reference_retained_in_top_p_ci95_high,actual_fresh_reference_retained_in_top_p_ci95_low,actual_fresh_reference_retained_in_top_p_metric_task_group_count,actual_fresh_reference_retained_in_top_p_metric_transition_count,actual_fresh_reference_retained_in_top_p_task_group_macro,actual_fresh_reference_retained_in_top_p_transition_micro,actual_logprob_both_truncated_count,actual_logprob_negative_infinity_count,actual_logprob_positive_infinity_count,actual_reference_log_probability_delta_ci95_high,actual_reference_log_probability_delta_ci95_low,actual_reference_log_probability_delta_metric_task_group_count,actual_reference_log_probability_delta_metric_transition_count,actual_reference_log_probability_delta_task_group_macro,actual_reference_log_probability_delta_transition_micro,actual_reference_rank_improvement_ci95_high,actual_reference_rank_improvement_ci95_low,actual_reference_rank_improvement_metric_task_group_count,actual_reference_rank_improvement_metric_transition_count,actual_reference_rank_improvement_task_group_macro,actual_reference_rank_improvement_transition_micro,actual_stale_reference_retained_in_top_p_ci95_high,actual_stale_reference_retained_in_top_p_ci95_low,actual_stale_reference_retained_in_top_p_metric_task_group_count,actual_stale_reference_retained_in_top_p_metric_transition_count,actual_stale_reference_retained_in_top_p_task_group_macro,actual_stale_reference_retained_in_top_p_transition_micro,actual_wrong_to_correct_ci95_high,actual_wrong_to_correct_ci95_low,actual_wrong_to_correct_count,actual_wrong_to_correct_metric_task_group_count,actual_wrong_to_correct_metric_transition_count,actual_wrong_to_correct_task_group_macro,actual_wrong_to_correct_transition_micro,cases,raw_correct_to_wrong_ci95_high,raw_correct_to_wrong_ci95_low,raw_correct_to_wrong_count,raw_correct_to_wrong_metric_task_group_count,raw_correct_to_wrong_metric_transition_count,raw_correct_to_wrong_task_group_macro,raw_correct_to_wrong_transition_micro,raw_reference_log_probability_delta_ci95_high,raw_reference_log_probability_delta_ci95_low,raw_reference_log_probability_delta_metric_task_group_count,raw_reference_log_probability_delta_metric_transition_count,raw_reference_log_probability_delta_task_group_macro,raw_reference_log_probability_delta_transition_micro,raw_reference_rank_improvement_ci95_high,raw_reference_rank_improvement_ci95_low,raw_reference_rank_improvement_metric_task_group_count,raw_reference_rank_improvement_metric_transition_count,raw_reference_rank_improvement_task_group_macro,raw_reference_rank_improvement_transition_micro,raw_wrong_to_correct_ci95_high,raw_wrong_to_correct_ci95_low,raw_wrong_to_correct_count,raw_wrong_to_correct_metric_task_group_count,raw_wrong_to_correct_metric_transition_count,raw_wrong_to_correct_task_group_macro,raw_wrong_to_correct_transition_micro,task_groups,transitions
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,pass,middle,0.0,0.0,0,11,91,0.0,0.0,0.8103896103896104,0.26883116883116887,11,91,0.5415584415584415,0.6703296703296703,30,0,0,0.007948248726981025,0.0,7,61,0.0026494162423270086,0.003040313720703125,0.022727272727272728,-0.10227272727272728,11,91,-0.03409090909090909,-0.01098901098901099,0.8142857142857142,0.2727272727272727,11,91,0.5415584415584415,0.6703296703296703,0.0,0.0,0,11,91,0.0,0.0,13,0.0,0.0,0,11,91,0.0,0.0,-0.3524473615793083,-1.3264841816822688,11,91,-0.8273585526815382,-0.7219581918402033,-21.56883116883117,-171.1147186147186,11,91,-89.9965367965368,-71.05494505494505,0.0,0.0,0,11,91,0.0,0.0,11,91
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,pass,late,0.5,0.0,1,2,7,0.25,0.14285714285714285,1.0,0.4,2,7,0.7,0.5714285714285714,3,0,0,0.0,-0.1990680694580078,2,4,-0.0995340347290039,-0.0995340347290039,-0.2,-0.5,2,7,-0.35,-0.2857142857142857,1.0,0.4,2,7,0.7,0.5714285714285714,0.0,0.0,0,2,7,0.0,0.0,2,0.5,0.0,1,2,7,0.25,0.14285714285714285,0.13576221466064453,-1.989743995666504,2,7,-0.9269908905029297,-1.3824565070016044,-0.5,-3.2,2,7,-1.85,-2.4285714285714284,0.0,0.0,0,2,7,0.0,0.0,2,7
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,fail,all,0.055785398523271794,0.02479718455663019,29,55,800,0.039661759622987146,0.03625,0.45875706071183014,0.32817667497361913,55,800,0.3930526643278513,0.36625,474,33,13,0.042738009878924545,-0.011593935483422151,52,280,0.015555063428803627,0.02021158082144601,0.03506057164579958,-0.024005163937851303,55,800,0.005244719650389275,0.01625,0.4776548412676222,0.3457322928943534,55,800,0.4115282066194984,0.39125,0.036088420492163785,0.00910663934995486,15,55,800,0.020709231350942582,0.01875,80,0.058280311175378005,0.027111064555071316,31,55,800,0.042271589984013674,0.03875,-1.519650917442796,-1.966922782834836,55,800,-1.7469230423210516,-1.7819903105497361,-224.04489736019494,-1491.9626591756282,55,800,-766.7775709655624,-781.96375,0.036081807910777114,0.009284881426684856,16,55,800,0.020572248658178954,0.02,55,800
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,fail,early,0.054967834323354926,0.023926351726166507,28,55,775,0.03887741851606539,0.03612903225806452,0.46479016070405565,0.33306081863378506,55,775,0.3987812207635082,0.3767741935483871,451,32,13,0.04401285625665879,-0.010046752439247594,52,279,0.01690958618628144,0.022348321894163727,0.03528591912237834,-0.024410043508303725,55,775,0.005110479661636041,0.016774193548387096,0.483574330512905,0.3498381008832787,55,775,0.41630713269203523,0.4012903225806452,0.036637964379089547,0.009364205969469129,15,55,775,0.021094964189214388,0.01935483870967742,80,0.057592018557447305,0.026557151218483455,30,55,775,0.041540412088149875,0.03870967741935484,-1.5025248635253425,-1.9616429618706346,55,775,-1.7342507525979503,-1.7610174345201062,-182.30372634008242,-1482.5293364616814,55,775,-711.1693078529183,-617.8967741935484,0.036538310382216034,0.009542671504611891,16,55,775,0.020957981496450763,0.02064516129032258,55,775
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,fail,middle,0.5,0.0,1,6,24,0.16666666666666666,0.041666666666666664,0.04545454545454545,0.0,6,24,0.015151515151515152,0.041666666666666664,22,1,0,-0.5759391784667969,-0.5759391784667969,1,1,-0.5759391784667969,-0.5759391784667969,0.04545454545454545,-0.5,6,24,-0.15151515151515152,0.0,0.5151515151515151,0.0,6,24,0.1818181818181818,0.08333333333333333,0.0,0.0,0,6,24,0.0,0.0,6,0.5,0.0,1,6,24,0.16666666666666666,0.041666666666666664,-1.9183280012824317,-6.579098701477051,6,24,-3.8783876469641023,-2.53813374042511,-40.800000000000004,-6740.7986363636355,6,24,-2390.854545454545,-6121.166666666667,0.0,0.0,0,6,24,0.0,0.0,6,24
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,fail,late,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0,0,,,0,0,,,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,1,0.0,0.0,0,1,1,0.0,0.0,0.11147308349609375,0.11147308349609375,1,1,0.11147308349609375,0.11147308349609375,207.0,207.0,1,1,207.0,207.0,0.0,0.0,0,1,1,0.0,0.0,1,1
全局置信度逐词刷新诊断,C1,reference_direction,2,reference_prefix_aligned,all,all,0.01789630106594449,0.004104937327438236,23,157,4330,0.009665233655940847,0.005311778290993071,0.8947434762666286,0.8223588666041016,157,4330,0.8601907517649853,0.9501154734411086,194,22,125,0.02962917599346301,0.0022072339602878855,149,3989,0.01594486328533877,0.015841701868095026,0.09496418810823391,0.04069176370946375,157,4330,0.06654826361825766,0.03995381062355658,0.8516164433053708,0.7730029576502216,157,4330,0.8144189897071022,0.9263279445727483,0.0684413158379556,0.03338727572103198,146,157,4330,0.049042271764812684,0.033718244803695153,976,0.017807972555664565,0.004136965210744026,23,157,4330,0.009665233655940847,0.005311778290993071,0.3735233387404395,0.24752653792404192,157,4330,0.30992159816292797,0.2464924711002764,5.452361279743754,0.6965583097472919,157,4330,2.422413900449872,0.6621247113163973,0.06834791539578053,0.03328685285310258,144,157,4330,0.04891901205794956,0.03325635103926097,157,4330
全局置信度逐词刷新诊断,C1,reference_direction,2,reference_prefix_aligned,all,early,0.01767182039448186,0.003891871570635164,22,157,4273,0.009445598250713526,0.005148607535689211,0.8950195925439856,0.8226753223816966,157,4273,0.8603690351601931,0.9499180903346595,192,22,125,0.030037823233210525,0.002654739363555292,149,3934,0.01639446102426571,0.016361981766685716,0.09521725812431464,0.041143409906820735,157,4273,0.06693218229494516,0.04072080505499649,0.8516813257150997,0.772931488107782,157,4273,0.8145124635318445,0.9258132459630236,0.06856148849194514,0.03349910104661212,146,157,4273,0.049203186083280274,0.03416803182775568,976,0.01755678178627948,0.003909768962951746,22,157,4273,0.009445598250713526,0.005148607535689211,0.37377825411611415,0.24768472247351384,157,4273,0.3101862786228116,0.24713923683943192,5.452553383318588,0.6976815426828222,157,4273,2.4227714641755536,0.6707231453311491,0.06850514769757662,0.033473632008560815,144,157,4273,0.04907208225480189,0.033699976597238473,157,4273
全局置信度逐词刷新诊断,C1,reference_direction,2,reference_prefix_aligned,all,middle,0.0,0.0,0,6,54,0.0,0.0,1.0,0.8333333333333334,6,54,0.9444444444444443,0.9814814814814815,1,0,0,0.0,-0.011189566718207465,6,53,-0.0037298555727358217,-0.0038002302061836673,0.0,0.0,6,54,0.0,0.0,1.0,0.8333333333333334,6,54,0.9444444444444443,0.9814814814814815,0.0,0.0,0,6,54,0.0,0.0,7,0.0,0.0,0,6,54,0.0,0.0,0.5112309825139415,0.11874371706837356,6,54,0.27911926359439937,0.22895350279631438,0.16666666666666666,0.0,6,54,0.05555555555555555,0.018518518518518517,0.0,0.0,0,6,54,0.0,0.0,6,54
全局置信度逐词刷新诊断,C1,reference_direction,2,reference_prefix_aligned,all,late,1.0,0.0,1,2,3,0.5,0.3333333333333333,1.0,0.5,2,3,0.75,0.6666666666666666,1,0,0,0.0,-0.9740753173828125,2,2,-0.48703765869140625,-0.48703765869140625,0.0,-1.0,2,3,-0.5,-0.3333333333333333,1.0,0.5,2,3,0.75,0.6666666666666666,0.0,0.0,0,2,3,0.0,0.0,2,1.0,0.0,1,2,3,0.5,0.3333333333333333,-0.2867155075073242,-0.39516639709472656,2,3,-0.3409409523010254,-0.35901610056559247,0.5,-1.0,2,3,-0.25,0.0,0.0,0.0,0,2,3,0.0,0.0,2,3
全局置信度逐词刷新诊断,C1,reference_direction,2,reference_prefix_aligned,pass,all,0.01893085494316956,0.0037834714598485785,18,148,4125,0.010224513609560082,0.004363636363636364,0.9190005252950979,0.8511683163111309,148,4125,0.8864588351230575,0.959030303030303,152,17,110,0.026641354313305783,-0.0005639700013793543,143,3846,0.013096929721255264,0.01595997128459357,0.0836304204783754,0.03132014048606629,148,4125,0.056021108290957564,0.037333333333333336,0.8806237873768986,0.8094352339310302,148,4125,0.8472957851102091,0.9364848484848485,0.05392310479445374,0.027576478420680048,130,148,4125,0.03994849211299274,0.03151515151515152,908,0.019056029866009693,0.003782341800687721,18,148,4125,0.010224513609560082,0.004363636363636364,0.3512297554702534,0.23202412618589835,148,4125,0.29072879611715513,0.23924235650264855,5.470648753532674,0.5726412676210351,148,4125,2.398673989134237,0.616,0.05301407493248126,0.02703213267051872,127,148,4125,0.03927322692011933,0.030787878787878788,148,4125
全局置信度逐词刷新诊断,C1,reference_direction,2,reference_prefix_aligned,pass,early,0.018692597793908278,0.0035960209255555074,17,148,4068,0.009983200868247341,0.004178957718780727,0.9192446070731678,0.8513885691746292,148,4068,0.8866870955148892,0.9589478859390363,150,17,110,0.027093325899441374,-7.950105344069047e-05,143,3791,0.013590740058426686,0.016501592476617626,0.08412468826116667,0.03174702696514888,148,4068,0.056459717767690216,0.038102261553588986,0.8807836178805247,0.8094940062186324,148,4068,0.847425654226609,0.9360865290068829,0.054166925161291186,0.027732491148721415,130,148,4068,0.040142215026657005,0.0319567354965585,908,0.01881041252759917,0.0035600730458576276,17,148,4068,0.009983200868247341,0.004178957718780727,0.3514036663105517,0.23206427881735286,148,4068,0.29103669414118,0.23982012775912515,5.471482229666039,0.5737857475330473,148,4068,2.3989039838306083,0.6243854473942969,0.05322706206161583,0.027189949870465777,127,148,4068,0.03945801232484609,0.03121927236971485,148,4068
全局置信度逐词刷新诊断,C1,reference_direction,2,reference_prefix_aligned,pass,middle,0.0,0.0,0,6,54,0.0,0.0,1.0,0.8333333333333334,6,54,0.9444444444444443,0.9814814814814815,1,0,0,0.0,-0.011189566718207465,6,53,-0.0037298555727358217,-0.0038002302061836673,0.0,0.0,6,54,0.0,0.0,1.0,0.8333333333333334,6,54,0.9444444444444443,0.9814814814814815,0.0,0.0,0,6,54,0.0,0.0,7,0.0,0.0,0,6,54,0.0,0.0,0.5112309825139415,0.11874371706837356,6,54,0.27911926359439937,0.22895350279631438,0.16666666666666666,0.0,6,54,0.05555555555555555,0.018518518518518517,0.0,0.0,0,6,54,0.0,0.0,6,54
全局置信度逐词刷新诊断,C1,reference_direction,2,reference_prefix_aligned,pass,late,1.0,0.0,1,2,3,0.5,0.3333333333333333,1.0,0.5,2,3,0.75,0.6666666666666666,1,0,0,0.0,-0.9740753173828125,2,2,-0.48703765869140625,-0.48703765869140625,0.0,-1.0,2,3,-0.5,-0.3333333333333333,1.0,0.5,2,3,0.75,0.6666666666666666,0.0,0.0,0,2,3,0.0,0.0,2,1.0,0.0,1,2,3,0.5,0.3333333333333333,-0.2867155075073242,-0.39516639709472656,2,3,-0.3409409523010254,-0.35901610056559247,0.5,-1.0,2,3,-0.25,0.0,0.0,0.0,0,2,3,0.0,0.0,2,3
全局置信度逐词刷新诊断,C1,reference_direction,2,reference_prefix_aligned,fail,all,0.06770833333333333,0.006944444444444444,5,48,205,0.03472222222222222,0.024390243902439025,0.7500084738756613,0.5436505869708994,48,205,0.6496941137566138,0.7707317073170732,42,5,15,0.06274645065496333,-0.08026460600592654,37,143,-0.003586364949278987,0.012660833505483774,0.1984660218253968,-0.03087260251322751,48,205,0.08073743386243386,0.09268292682926829,0.670593998015873,0.4691949818121693,48,205,0.571916335978836,0.7219512195121951,0.15168650793650792,0.03715277777777778,16,48,205,0.0884920634920635,0.07804878048780488,68,0.06770833333333333,0.006944444444444444,5,48,205,0.03472222222222222,0.024390243902439025,0.6867777704393302,0.30829251574667754,48,205,0.49249553311833,0.392378923369617,3.4533035714285707,0.8523970734126985,48,205,2.0078373015873017,1.5902439024390245,0.15474537037037037,0.03912037037037037,17,48,205,0.09080687830687832,0.08292682926829269,48,205
全局置信度逐词刷新诊断,C1,reference_direction,2,reference_prefix_aligned,fail,early,0.06770833333333333,0.006944444444444444,5,48,205,0.03472222222222222,0.024390243902439025,0.7500084738756613,0.5436505869708994,48,205,0.6496941137566138,0.7707317073170732,42,5,15,0.06274645065496333,-0.08026460600592654,37,143,-0.003586364949278987,0.012660833505483774,0.1984660218253968,-0.03087260251322751,48,205,0.08073743386243386,0.09268292682926829,0.670593998015873,0.4691949818121693,48,205,0.571916335978836,0.7219512195121951,0.15168650793650792,0.03715277777777778,16,48,205,0.0884920634920635,0.07804878048780488,68,0.06770833333333333,0.006944444444444444,5,48,205,0.03472222222222222,0.024390243902439025,0.6867777704393302,0.30829251574667754,48,205,0.49249553311833,0.392378923369617,3.4533035714285707,0.8523970734126985,48,205,2.0078373015873017,1.5902439024390245,0.15474537037037037,0.03912037037037037,17,48,205,0.09080687830687832,0.08292682926829269,48,205
全局置信度逐词刷新诊断,C1,reference_direction,2,predecessor_correct,all,all,0.018366700402671906,0.0049154637938019965,27,159,4564,0.010552595186751012,0.005915863277826468,0.8840326176191509,0.8158190250506991,159,4564,0.851631699382711,0.9373356704645048,259,27,130,0.027819908187934502,0.0015049836486696858,152,4148,0.014911525387751576,0.01601816672138446,0.09858086998506643,0.043133885009775386,159,4564,0.06897411554025766,0.03987730061349693,0.844075930546073,0.7697906119698974,159,4564,0.8091436424884739,0.9147677475898335,0.06695941551756215,0.03293122522588736,154,159,4564,0.04815584918447055,0.03374233128834356,987,0.01867712207300328,0.005041498367830577,27,159,4564,0.010552595186751012,0.005915863277826468,0.32543807985457784,0.1860763025009026,159,4564,0.25608489023430986,0.22396350909909274,4.8525463517615535,-1.1071332176496516,159,4564,1.524762589241167,0.5988168273444348,0.06562659054100387,0.032233529103534594,151,159,4564,0.0472802981475491,0.03308501314636284,159,4564
全局置信度逐词刷新诊断,C1,reference_direction,2,predecessor_correct,all,early,0.0181027983414122,0.004694885513600508,26,159,4507,0.010342951580880992,0.005768804082538274,0.8841141929043606,0.815890847096826,159,4507,0.8517720488835633,0.9369869092522742,257,27,130,0.02835692436995535,0.001895125527364261,152,4093,0.015343700750533233,0.016520606664699067,0.09916045698194256,0.04347409873329656,159,4507,0.06933898838466022,0.040603505657865545,0.8440201425529278,0.7699881250403244,159,4507,0.8092014170352414,0.9141335700022187,0.06718816977788267,0.03311834579536804,154,159,4507,0.04830775184677771,0.03416907033503439,987,0.018438056583698275,0.004843985817564972,26,159,4507,0.010342951580880992,0.005768804082538274,0.32546927434727846,0.1862094881586403,159,4507,0.25625751769649574,0.22429177161725206,4.853197886642555,-1.106787762064862,159,4507,1.5228418479424273,0.606168182826714,0.06578596427982655,0.032385342848390675,151,159,4507,0.04742497171999868,0.033503439094741516,159,4507
全局置信度逐词刷新诊断,C1,reference_direction,2,predecessor_correct,all,middle,0.0,0.0,0,6,54,0.0,0.0,1.0,0.8333333333333334,6,54,0.9444444444444443,0.9814814814814815,1,0,0,0.0,-0.011189566718207465,6,53,-0.0037298555727358217,-0.0038002302061836673,0.0,0.0,6,54,0.0,0.0,1.0,0.8333333333333334,6,54,0.9444444444444443,0.9814814814814815,0.0,0.0,0,6,54,0.0,0.0,7,0.0,0.0,0,6,54,0.0,0.0,0.5112309825139415,0.11874371706837356,6,54,0.27911926359439937,0.22895350279631438,0.16666666666666666,0.0,6,54,0.05555555555555555,0.018518518518518517,0.0,0.0,0,6,54,0.0,0.0,6,54
全局置信度逐词刷新诊断,C1,reference_direction,2,predecessor_correct,all,late,1.0,0.0,1,2,3,0.5,0.3333333333333333,1.0,0.5,2,3,0.75,0.6666666666666666,1,0,0,0.0,-0.9740753173828125,2,2,-0.48703765869140625,-0.48703765869140625,0.0,-1.0,2,3,-0.5,-0.3333333333333333,1.0,0.5,2,3,0.75,0.6666666666666666,0.0,0.0,0,2,3,0.0,0.0,2,1.0,0.0,1,2,3,0.5,0.3333333333333333,-0.2867155075073242,-0.39516639709472656,2,3,-0.3409409523010254,-0.35901610056559247,0.5,-1.0,2,3,-0.25,0.0,0.0,0.0,0,2,3,0.0,0.0,2,3
全局置信度逐词刷新诊断,C1,reference_direction,2,predecessor_correct,pass,all,0.01980906768953446,0.0045631682611151515,21,149,4322,0.010904823231901863,0.004858861638130495,0.90895520038721,0.8404292870499334,149,4322,0.876889265957784,0.9488662656177695,201,20,114,0.02411806326108532,-0.0017406887557491486,144,3987,0.0118332813938773,0.015808729770221238,0.07811321111564484,0.031378684614321174,149,4322,0.05303763364215741,0.037251272559000466,0.8731108632725819,0.8033723510504351,149,4322,0.8399328661775093,0.9271170754280426,0.052949390165151634,0.02778398192490645,136,149,4322,0.039625295199256026,0.03146691346598797,916,0.01969397532162814,0.004570620989610411,21,149,4322,0.010904823231901863,0.004858861638130495,0.3088052951127569,0.18390393107923342,149,4322,0.24498070435612812,0.21979953050061765,5.500902029950685,0.5395296737975114,149,4322,2.325768846456447,0.6589541878759834,0.05080413868739476,0.026447165307150047,132,149,4322,0.03804191644441212,0.03054141601110597,149,4322
全局置信度逐词刷新诊断,C1,reference_direction,2,predecessor_correct,pass,early,0.01960545114369225,0.004337987388297986,20,149,4265,0.010673395321695893,0.004689331770222743,0.9092438877495022,0.8406724981862056,149,4265,0.8770850211154522,0.948651817116061,199,20,114,0.024669788173489422,-0.0013219217841668085,144,3932,0.012312087920307243,0.01632881310075855,0.07844624771122082,0.03176976956499411,149,4265,0.05345738639038975,0.03798358733880422,0.8732949676297684,0.8034353594752798,149,4265,0.8400322590596445,0.926611957796014,0.053190900186512714,0.027966998151630004,136,149,4265,0.03981007020090767,0.03188745603751465,916,0.01946254741142217,0.004396073612713883,20,149,4265,0.010673395321695893,0.004689331770222743,0.30902414672367695,0.1841685634290134,149,4265,0.24521871629380035,0.2200907690443998,5.501358339448431,0.54040114548118,149,4265,2.3264921429921896,0.6675263774912075,0.05102608461622314,0.026638378893887867,132,149,4265,0.038218426163556404,0.030949589683470106,149,4265
全局置信度逐词刷新诊断,C1,reference_direction,2,predecessor_correct,pass,middle,0.0,0.0,0,6,54,0.0,0.0,1.0,0.8333333333333334,6,54,0.9444444444444443,0.9814814814814815,1,0,0,0.0,-0.011189566718207465,6,53,-0.0037298555727358217,-0.0038002302061836673,0.0,0.0,6,54,0.0,0.0,1.0,0.8333333333333334,6,54,0.9444444444444443,0.9814814814814815,0.0,0.0,0,6,54,0.0,0.0,7,0.0,0.0,0,6,54,0.0,0.0,0.5112309825139415,0.11874371706837356,6,54,0.27911926359439937,0.22895350279631438,0.16666666666666666,0.0,6,54,0.05555555555555555,0.018518518518518517,0.0,0.0,0,6,54,0.0,0.0,6,54
全局置信度逐词刷新诊断,C1,reference_direction,2,predecessor_correct,pass,late,1.0,0.0,1,2,3,0.5,0.3333333333333333,1.0,0.5,2,3,0.75,0.6666666666666666,1,0,0,0.0,-0.9740753173828125,2,2,-0.48703765869140625,-0.48703765869140625,0.0,-1.0,2,3,-0.5,-0.3333333333333333,1.0,0.5,2,3,0.75,0.6666666666666666,0.0,0.0,0,2,3,0.0,0.0,2,1.0,0.0,1,2,3,0.5,0.3333333333333333,-0.2867155075073242,-0.39516639709472656,2,3,-0.3409409523010254,-0.35901610056559247,0.5,-1.0,2,3,-0.25,0.0,0.0,0.0,0,2,3,0.0,0.0,2,3
全局置信度逐词刷新诊断,C1,reference_direction,2,predecessor_correct,fail,all,0.05100192307692305,0.008,6,50,242,0.0272051282051282,0.024793388429752067,0.7299072954822956,0.5539971764346764,50,242,0.6448711843711844,0.731404958677686,58,7,16,0.07006266332857017,-0.06084156774290199,41,161,0.008218009234374357,0.021204658176587975,0.22903214285714285,-0.0018297619047618946,50,242,0.11084126984126984,0.08677685950413223,0.6566942460317461,0.4812059523809524,50,242,0.5696916971916972,0.6942148760330579,0.15428571428571428,0.04333333333333333,18,50,242,0.09228571428571428,0.0743801652892562,71,0.050666666666666665,0.008076923076923077,6,50,242,0.0272051282051282,0.024793388429752067,0.586846948655068,0.180270430025149,50,242,0.387086287397168,0.298330102085082,2.467751984126984,-7.601826373626373,50,242,-1.4305470085470084,-0.47520661157024796,0.15555595238095238,0.04633253968253968,19,50,242,0.09450793650793651,0.07851239669421488,50,242
全局置信度逐词刷新诊断,C1,reference_direction,2,predecessor_correct,fail,early,0.05100192307692305,0.008,6,50,242,0.0272051282051282,0.024793388429752067,0.7299072954822956,0.5539971764346764,50,242,0.6448711843711844,0.731404958677686,58,7,16,0.07006266332857017,-0.06084156774290199,41,161,0.008218009234374357,0.021204658176587975,0.22903214285714285,-0.0018297619047618946,50,242,0.11084126984126984,0.08677685950413223,0.6566942460317461,0.4812059523809524,50,242,0.5696916971916972,0.6942148760330579,0.15428571428571428,0.04333333333333333,18,50,242,0.09228571428571428,0.0743801652892562,71,0.050666666666666665,0.008076923076923077,6,50,242,0.0272051282051282,0.024793388429752067,0.586846948655068,0.180270430025149,50,242,0.387086287397168,0.298330102085082,2.467751984126984,-7.601826373626373,50,242,-1.4305470085470084,-0.47520661157024796,0.15555595238095238,0.04633253968253968,19,50,242,0.09450793650793651,0.07851239669421488,50,242
全局置信度逐词刷新诊断,C1,reference_direction,2,overall,all,all,0.022645557118066564,0.011286887976604685,76,164,5778,0.016522901663496552,0.013153340256143994,0.7190901671036017,0.6234497754665329,164,5778,0.6723557823402834,0.757355486327449,1308,94,134,0.03568103527640697,0.0052445358181524085,154,4242,0.019982159345319266,0.017482987781112794,0.06603277037724584,0.03382369054933194,164,5778,0.04984614873800771,0.04499826929733472,0.7105835059808232,0.6180778797588691,164,5778,0.6647139181688567,0.7504326756663205,0.04327856532724822,0.024575927263016415,164,164,5778,0.033249420850816204,0.028383523710626513,1020,0.022357918178461247,0.011143753238252948,75,164,5778,0.016304927571274372,0.012980269989615784,-0.9777288763437323,-1.4558619492974165,164,5778,-1.2076150603692708,-0.8636738584709234,-157.46408349081526,-391.7797840048237,164,5778,-261.58624667173007,-245.88248528902736,0.042911847837869145,0.024228232235768695,161,164,5778,0.03300262716406031,0.027864312911041883,164,5778
全局置信度逐词刷新诊断,C1,reference_direction,2,overall,all,early,0.02261346182528385,0.011271641495734685,75,164,5683,0.01649929510713316,0.013197254970966039,0.7204879792217445,0.6247248431286373,164,5683,0.6738023144955179,0.7601618863276438,1269,94,134,0.035252475524674406,0.00493124308502226,154,4186,0.019552516043465386,0.017557361054181254,0.06581551888299864,0.03374477511090876,164,5683,0.04973026675622088,0.04487066690128453,0.7121216253735816,0.6198297155958504,164,5683,0.6661891055782944,0.7531233503431286,0.04331670019355392,0.02463323694763796,163,164,5683,0.03330592534983172,0.028682034136899525,1020,0.02234045334886768,0.011106200010633102,74,164,5683,0.016281321014910977,0.013021291571353158,-0.9708864897853198,-1.4498814399639235,164,5683,-1.20166456910773,-0.8495794093548025,-147.54553021107972,-348.8979704057943,164,5683,-237.19980835005782,-216.19479148337146,0.04299779547744907,0.024292888969679384,160,164,5683,0.033059734516349484,0.028154143938060882,164,5683
全局置信度逐词刷新诊断,C1,reference_direction,2,overall,all,middle,0.0,0.0,0,14,91,0.0,0.0,0.5952380952380951,0.14285714285714285,14,91,0.35714285714285715,0.5934065934065934,37,0,0,0.7899464198521206,-0.009591057187034971,7,54,0.26011845422169516,0.030403631704824942,0.1641156462585034,-0.1130952380952381,14,91,0.02295918367346939,0.06593406593406594,0.5952380952380951,0.14285714285714285,14,91,0.35714285714285715,0.5934065934065934,0.03571428571428571,0.0,1,14,91,0.011904761904761904,0.01098901098901099,16,0.0,0.0,0,14,91,0.0,0.0,-1.5118639604925157,-4.331156472452914,14,91,-2.8207115271341623,-1.72953795338725,-122.89783163265315,-6796.985416666666,14,91,-2441.127551020408,-2110.6923076923076,0.03571428571428571,0.0,1,14,91,0.011904761904761904,0.01098901098901099,14,91
全局置信度逐词刷新诊断,C1,reference_direction,2,overall,all,late,1.0,0.0,1,2,4,0.5,0.25,1.0,0.3333333333333333,2,4,0.6666666666666666,0.5,2,0,0,0.0,-0.9740753173828125,2,2,-0.48703765869140625,-0.48703765869140625,0.0,-1.0,2,4,-0.5,-0.25,1.0,0.3333333333333333,2,4,0.6666666666666666,0.5,0.0,0.0,0,2,4,0.0,0.0,2,1.0,0.0,1,2,4,0.5,0.25,-0.2867155075073242,-1.4910338719685872,2,4,-0.8888746897379557,-1.1899542808532715,0.0,-1.0,2,4,-0.5,-0.25,0.0,0.0,0,2,4,0.0,0.0,2,4
