diagnostic_name_zh,variant,record_scope,offset,reference_subset,final_verdict,generation_stage,actual_entropy_delta_ci95_high,actual_entropy_delta_ci95_low,actual_entropy_delta_metric_task_group_count,actual_entropy_delta_metric_transition_count,actual_entropy_delta_task_group_macro,actual_entropy_delta_transition_micro,actual_margin_delta_ci95_high,actual_margin_delta_ci95_low,actual_margin_delta_metric_task_group_count,actual_margin_delta_metric_transition_count,actual_margin_delta_task_group_macro,actual_margin_delta_transition_micro,actual_top1_agreement_ci95_high,actual_top1_agreement_ci95_low,actual_top1_agreement_metric_task_group_count,actual_top1_agreement_metric_transition_count,actual_top1_agreement_task_group_macro,actual_top1_agreement_transition_micro,actual_total_variation_ci95_high,actual_total_variation_ci95_low,actual_total_variation_median,actual_total_variation_metric_task_group_count,actual_total_variation_metric_transition_count,actual_total_variation_task_group_macro,actual_total_variation_transition_micro,cases,raw_entropy_delta_ci95_high,raw_entropy_delta_ci95_low,raw_entropy_delta_metric_task_group_count,raw_entropy_delta_metric_transition_count,raw_entropy_delta_task_group_macro,raw_entropy_delta_transition_micro,raw_margin_delta_ci95_high,raw_margin_delta_ci95_low,raw_margin_delta_metric_task_group_count,raw_margin_delta_metric_transition_count,raw_margin_delta_task_group_macro,raw_margin_delta_transition_micro,raw_top1_agreement_ci95_high,raw_top1_agreement_ci95_low,raw_top1_agreement_metric_task_group_count,raw_top1_agreement_metric_transition_count,raw_top1_agreement_task_group_macro,raw_top1_agreement_transition_micro,raw_total_variation_ci95_high,raw_total_variation_ci95_low,raw_total_variation_median,raw_total_variation_metric_task_group_count,raw_total_variation_metric_transition_count,raw_total_variation_task_group_macro,raw_total_variation_transition_micro,task_groups,transitions
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,reference_prefix_aligned,all,all,0.004757941473673965,-0.024144252721609114,157,4330,-0.010637302897095965,-0.01371389342166535,0.024119586066835848,-0.010359188875306962,157,4330,0.007992999173781901,0.012097647228637414,0.9446425670643319,0.9018175252054158,157,4330,0.9248312767755363,0.9556581986143187,0.10215298381384494,0.06060662314863311,0.0,157,4330,0.0798747820940316,0.046748165280383946,976,-0.7738282107433156,-0.9074714949292163,157,4330,-0.8399086373458999,-0.6726584995216013,0.24756454643929401,0.21590795810585375,157,4330,0.2321009225301557,0.23572782137652742,0.9452581915250908,0.9017927394711304,157,4330,0.9250267182479703,0.9561200923787528,0.2547497862210605,0.22117367452053613,0.16242235153913498,157,4330,0.23713782527307573,0.19260295257432059,157,4330
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,reference_prefix_aligned,all,early,0.004458170223800004,-0.024413903988855398,157,4273,-0.0109301925912484,-0.014163551437556255,0.024358639966130285,-0.010145301174530427,157,4273,0.008272921785885215,0.012521848671893283,0.9446486340073461,0.9019263850583826,157,4273,0.9248679837145372,0.9553007254856073,0.10216846606060964,0.060576707124540594,0.0,157,4273,0.07988656848086462,0.04718333252581617,976,-0.7738845032646753,-0.9079134381108485,157,4273,-0.8402068793219286,-0.6720094548063403,0.24768603538849845,0.21605071051739483,157,4273,0.23225503977028616,0.23579047204961046,0.9452978028493003,0.9018222004141958,157,4273,0.9250634251869712,0.9557687807161245,0.2548726129188728,0.22136441828687298,0.16239961981773376,157,4273,0.23726778305339002,0.19288715129106712,157,4273
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,reference_prefix_aligned,all,middle,0.026450998253292512,0.0,6,54,0.00881699941776417,0.00881699941776417,0.0,-0.020399305555555556,6,54,-0.006799768518518518,-0.006799768518518518,1.0,1.0,6,54,1.0,1.0,0.010172526041666666,0.0,0.0,6,54,0.0033908420138888886,0.003390842013888889,7,-0.34002172313191575,-0.9945975596066375,6,54,-0.6207031375236232,-0.7458593201030184,0.2807582241467354,0.11218902192733905,6,54,0.2007284698361901,0.2458803317061177,1.0,1.0,6,54,1.0,1.0,0.20795750964898616,0.1104495871372314,0.18153661489486694,6,54,0.16505504100221313,0.17434221658321028,6,54
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,reference_prefix_aligned,all,late,0.6635788083076477,0.0,2,3,0.33178940415382385,0.22119293610254923,0.0,-0.755859375,2,3,-0.3779296875,-0.251953125,1.0,0.0,2,3,0.5,0.6666666666666666,0.6220703125,0.0,0.0,2,3,0.31103515625,0.20735677083333334,2,-0.2420962192118168,-0.35430681705474854,2,3,-0.29820151813328266,-0.27949975182612735,0.05360180139541626,-0.2159620225429535,2,3,-0.08118011057376862,-0.03625280658404032,1.0,0.0,2,3,0.5,0.6666666666666666,0.2672511339187622,0.04112817533314228,0.0446566566824913,2,3,0.15418965462595224,0.11650249486168225,2,3
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,reference_prefix_aligned,pass,all,-0.0025266099878753626,-0.025395041717242085,148,4125,-0.014262126277174677,-0.01347266900178158,0.026277741937718656,-0.0005866901064515498,148,4125,0.012612315522814298,0.012014204545454545,0.9531706939973048,0.915433751224469,148,4125,0.9353380294327691,0.9597575757575758,0.08685008758334699,0.05301415156804118,0.0,148,4125,0.06886206739433427,0.04234093868371212,908,-0.7437638685181774,-0.872182027823235,148,4125,-0.8061326966967828,-0.6605629962880277,0.2466112143682867,0.22063054588466927,148,4125,0.23389492756331218,0.2373334083882245,0.9535540156332581,0.9153479015794971,148,4125,0.9359912137212089,0.9604848484848485,0.23888079607786658,0.20893924503984346,0.16033875942230225,148,4125,0.22308704982623676,0.18813186268370147,148,4125
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,reference_prefix_aligned,pass,early,-0.0028655469488762246,-0.025681614956978367,148,4068,-0.014590236624514362,-0.013941606786926236,0.026546547364500992,-0.00023853210452181933,148,4068,0.012925996425366107,0.012458613722959685,0.9533046828875633,0.9155074396761653,148,4068,0.9353705875434949,0.9594395280235988,0.086870008207053,0.053053510083732706,0.0,148,4068,0.06888387567548955,0.04273628227361419,908,-0.743409746753173,-0.8726458677254004,148,4068,-0.8063340395877964,-0.6597117642937741,0.2468480950162318,0.22080475825739168,148,4068,0.234060276337519,0.23742171339947096,0.9535411915354675,0.9154082568528823,148,4068,0.9360237718319345,0.9601769911504425,0.2389830336343779,0.20901383553033304,0.16013873368501663,148,4068,0.2232158640138108,0.18836773510083338,148,4068
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,reference_prefix_aligned,pass,middle,0.026450998253292512,0.0,6,54,0.00881699941776417,0.00881699941776417,0.0,-0.020399305555555556,6,54,-0.006799768518518518,-0.006799768518518518,1.0,1.0,6,54,1.0,1.0,0.010172526041666666,0.0,0.0,6,54,0.0033908420138888886,0.003390842013888889,7,-0.34002172313191575,-0.9945975596066375,6,54,-0.6207031375236232,-0.7458593201030184,0.2807582241467354,0.11218902192733905,6,54,0.2007284698361901,0.2458803317061177,1.0,1.0,6,54,1.0,1.0,0.20795750964898616,0.1104495871372314,0.18153661489486694,6,54,0.16505504100221313,0.17434221658321028,6,54
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,reference_prefix_aligned,pass,late,0.6635788083076477,0.0,2,3,0.33178940415382385,0.22119293610254923,0.0,-0.755859375,2,3,-0.3779296875,-0.251953125,1.0,0.0,2,3,0.5,0.6666666666666666,0.6220703125,0.0,0.0,2,3,0.31103515625,0.20735677083333334,2,-0.2420962192118168,-0.35430681705474854,2,3,-0.29820151813328266,-0.27949975182612735,0.05360180139541626,-0.2159620225429535,2,3,-0.08118011057376862,-0.03625280658404032,1.0,0.0,2,3,0.5,0.6666666666666666,0.2672511339187622,0.04112817533314228,0.0446566566824913,2,3,0.15418965462595224,0.11650249486168225,2,3
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,reference_prefix_aligned,fail,all,0.060985996368089816,-0.03761800467881754,48,205,0.009630903083259467,-0.018567799431521717,0.03315923297216021,-0.07137077775581804,48,205,-0.014520586609209657,0.013776676829268293,0.8997581845238094,0.7416133432539682,48,205,0.8256944444444444,0.8731707317073171,0.26742191799103265,0.11525767735072544,0.0,48,205,0.18624257082661622,0.13543016387195123,68,-0.6728651978135329,-1.0715499145628344,48,205,-0.8957807108303459,-0.9160436255630197,0.21815869297816234,0.1261874447682584,48,205,0.17322459345037933,0.20342027784847633,0.8983635085978837,0.7385412533068784,48,205,0.8233796296296295,0.8682926829268293,0.35188181360661036,0.26598221101863084,0.2384137660264969,48,205,0.3072775319002359,0.28257000525141274,48,205
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,reference_prefix_aligned,fail,early,0.060985996368089816,-0.03761800467881754,48,205,0.009630903083259467,-0.018567799431521717,0.03315923297216021,-0.07137077775581804,48,205,-0.014520586609209657,0.013776676829268293,0.8997581845238094,0.7416133432539682,48,205,0.8256944444444444,0.8731707317073171,0.26742191799103265,0.11525767735072544,0.0,48,205,0.18624257082661622,0.13543016387195123,68,-0.6728651978135329,-1.0715499145628344,48,205,-0.8957807108303459,-0.9160436255630197,0.21815869297816234,0.1261874447682584,48,205,0.17322459345037933,0.20342027784847633,0.8983635085978837,0.7385412533068784,48,205,0.8233796296296295,0.8682926829268293,0.35188181360661036,0.26598221101863084,0.2384137660264969,48,205,0.3072775319002359,0.28257000525141274,48,205
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,predecessor_correct,all,all,0.0002311107737593463,-0.029683358916884405,159,4564,-0.01549239758358167,-0.014903133922794427,0.028967213149383556,-0.005632684097479946,159,4564,0.012618202978269197,0.013240082027826469,0.9480984592370268,0.9081330601223698,159,4564,0.9296274650763413,0.9542068361086766,0.09852372059206196,0.05974999105760875,0.0,159,4564,0.07781686355170146,0.048236897073222505,987,-0.7510804242876096,-0.8706746836925551,159,4564,-0.8105302067614291,-0.6772347816400441,0.24966945407908708,0.2186861402885662,159,4564,0.2343846750169223,0.23873502213922537,0.9490794440234682,0.9088137629160028,159,4564,0.930566544478678,0.9548641542506573,0.2515634797018913,0.2197588668464132,0.1635759323835373,159,4564,0.23515164447887754,0.19548696323654982,159,4564
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,predecessor_correct,all,early,-3.096153190508536e-05,-0.02993652164182011,159,4507,-0.015772995124342153,-0.015344486354670664,0.029283926584657227,-0.00533020554303915,159,4507,0.012885923310490913,0.013656707621477701,0.9481832953958522,0.9081885976938594,159,4507,0.9296648742046796,0.9538495673396938,0.09853303760071254,0.059809559136153594,0.0,159,4507,0.0778245334865663,0.048668298748821275,987,-0.7513593540529142,-0.871145681371432,159,4507,-0.8108251424917072,-0.6766773110415176,0.24976391674375636,0.2188125416946519,159,4507,0.2345179962009024,0.23883245208587672,0.949097733238023,0.9087882503332796,159,4507,0.9306039536070162,0.9545151985799867,0.251770351635513,0.21990815358042753,0.1634085774421692,159,4507,0.23527524923157897,0.1957928806371278,159,4507
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,predecessor_correct,all,middle,0.026450998253292512,0.0,6,54,0.00881699941776417,0.00881699941776417,0.0,-0.020399305555555556,6,54,-0.006799768518518518,-0.006799768518518518,1.0,1.0,6,54,1.0,1.0,0.010172526041666666,0.0,0.0,6,54,0.0033908420138888886,0.003390842013888889,7,-0.34002172313191575,-0.9945975596066375,6,54,-0.6207031375236232,-0.7458593201030184,0.2807582241467354,0.11218902192733905,6,54,0.2007284698361901,0.2458803317061177,1.0,1.0,6,54,1.0,1.0,0.20795750964898616,0.1104495871372314,0.18153661489486694,6,54,0.16505504100221313,0.17434221658321028,6,54
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,predecessor_correct,all,late,0.6635788083076477,0.0,2,3,0.33178940415382385,0.22119293610254923,0.0,-0.755859375,2,3,-0.3779296875,-0.251953125,1.0,0.0,2,3,0.5,0.6666666666666666,0.6220703125,0.0,0.0,2,3,0.31103515625,0.20735677083333334,2,-0.2420962192118168,-0.35430681705474854,2,3,-0.29820151813328266,-0.27949975182612735,0.05360180139541626,-0.2159620225429535,2,3,-0.08118011057376862,-0.03625280658404032,1.0,0.0,2,3,0.5,0.6666666666666666,0.2672511339187622,0.04112817533314228,0.0446566566824913,2,3,0.15418965462595224,0.11650249486168225,2,3
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,predecessor_correct,pass,all,-0.00457658344229325,-0.02589353275793954,149,4322,-0.015569679170026935,-0.014148165207668236,0.027827014474122315,0.0018446861274596816,149,4322,0.014665418982730652,0.012801961620777418,0.9562497921711567,0.9212788632121213,149,4322,0.9400348860322899,0.9585839888940305,0.08283269628060583,0.05085113122876348,0.0,149,4322,0.06583419401990759,0.04353134105846541,916,-0.720195938333727,-0.8349759195134597,149,4322,-0.7769174399680171,-0.6636954983602875,0.2489651591158709,0.22209406947816304,149,4322,0.23577130682512898,0.23981463130647968,0.9570163317490148,0.9228223197148601,149,4322,0.9415886178130158,0.9595094863489125,0.23628522442371522,0.20731869304054582,0.16076597571372986,149,4322,0.22116455174998964,0.19038715254739472,149,4322
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,predecessor_correct,pass,early,-0.004913662496527916,-0.02622588937147059,149,4265,-0.015886120084020454,-0.014604470528583593,0.028140753720209744,0.002198792043216426,149,4265,0.014967433279145749,0.01323637162954279,0.9563265743397132,0.9213061852232086,149,4265,0.9400675568379361,0.9582649472450175,0.08279696156689559,0.05093255393501939,0.0,149,4265,0.06585230862251713,0.04392433300666764,916,-0.7200964952588337,-0.8352353147481189,149,4265,-0.7771161883851745,-0.6629254493252336,0.24920919847271994,0.22220242094610174,149,4265,0.2359151188974976,0.23993201805726305,0.9570940251220639,0.9228529112880299,149,4265,0.9416212886186619,0.9592028135990621,0.23638890938003834,0.20746239641532022,0.1606142669916153,149,4265,0.2212886617423883,0.19064227107380108,149,4265
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,predecessor_correct,pass,middle,0.026450998253292512,0.0,6,54,0.00881699941776417,0.00881699941776417,0.0,-0.020399305555555556,6,54,-0.006799768518518518,-0.006799768518518518,1.0,1.0,6,54,1.0,1.0,0.010172526041666666,0.0,0.0,6,54,0.0033908420138888886,0.003390842013888889,7,-0.34002172313191575,-0.9945975596066375,6,54,-0.6207031375236232,-0.7458593201030184,0.2807582241467354,0.11218902192733905,6,54,0.2007284698361901,0.2458803317061177,1.0,1.0,6,54,1.0,1.0,0.20795750964898616,0.1104495871372314,0.18153661489486694,6,54,0.16505504100221313,0.17434221658321028,6,54
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,predecessor_correct,pass,late,0.6635788083076477,0.0,2,3,0.33178940415382385,0.22119293610254923,0.0,-0.755859375,2,3,-0.3779296875,-0.251953125,1.0,0.0,2,3,0.5,0.6666666666666666,0.6220703125,0.0,0.0,2,3,0.31103515625,0.20735677083333334,2,-0.2420962192118168,-0.35430681705474854,2,3,-0.29820151813328266,-0.27949975182612735,0.05360180139541626,-0.2159620225429535,2,3,-0.08118011057376862,-0.03625280658404032,1.0,0.0,2,3,0.5,0.6666666666666666,0.2672511339187622,0.04112817533314228,0.0446566566824913,2,3,0.15418965462595224,0.11650249486168225,2,3
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,predecessor_correct,fail,all,0.04082241268616455,-0.060923446554205715,50,242,-0.011370456716443742,-0.028386500810296082,0.049516531927274114,-0.05255765951713217,50,242,0.0023400726877289336,0.021064695247933883,0.8984456349206349,0.746507967032967,50,242,0.8287313797313797,0.8760330578512396,0.26562874032976563,0.11925018221118075,0.0,50,242,0.1875987389346764,0.13227579416322313,71,-0.6866459547755863,-1.066888160999754,50,242,-0.9024699274745471,-0.919039667322308,0.23603527975694136,0.14741344603713286,50,242,0.1931121954470327,0.2194537377554523,0.8958786019536019,0.7462388888888888,50,242,0.8265091575091575,0.871900826446281,0.3579164714185218,0.2718466882342821,0.24559903144836426,50,242,0.3129742819220169,0.28656705331311305,50,242
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,predecessor_correct,fail,early,0.04082241268616455,-0.060923446554205715,50,242,-0.011370456716443742,-0.028386500810296082,0.049516531927274114,-0.05255765951713217,50,242,0.0023400726877289336,0.021064695247933883,0.8984456349206349,0.746507967032967,50,242,0.8287313797313797,0.8760330578512396,0.26562874032976563,0.11925018221118075,0.0,50,242,0.1875987389346764,0.13227579416322313,71,-0.6866459547755863,-1.066888160999754,50,242,-0.9024699274745471,-0.919039667322308,0.23603527975694136,0.14741344603713286,50,242,0.1931121954470327,0.2194537377554523,0.8958786019536019,0.7462388888888888,50,242,0.8265091575091575,0.871900826446281,0.3579164714185218,0.2718466882342821,0.24559903144836426,50,242,0.3129742819220169,0.28656705331311305,50,242
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,all,all,-0.017313614279838328,-0.03494398457406798,164,7332,-0.02644941817739538,-0.028462898043079318,0.03129440610620361,0.012428822494567835,164,7332,0.02245309436870108,0.025221870950968357,0.9076082806703308,0.8758808416037556,164,7332,0.8923655067248878,0.9094380796508456,0.12622492969768037,0.0953449468571421,0.0,164,7332,0.11012225486792437,0.09249586572558648,1026,-0.8055448472455979,-0.892603188475984,164,7332,-0.8479853360043869,-0.7723311638491139,0.2708571419877085,0.24666438775735303,164,7332,0.2586651720394911,0.25087916323599097,0.9087034157928366,0.8775667678920434,164,7332,0.8935669509079202,0.9098472449536279,0.270870209798098,0.24451268899330364,0.17959346622228622,164,7332,0.2576340683761474,0.23423723107858346,164,7332
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,all,early,-0.01656126466434256,-0.03404172978301722,164,7086,-0.025668729203941015,-0.02805360899557342,0.03079061423516706,0.011953589124302597,164,7086,0.021942257468393372,0.024991786180496755,0.9087456017854195,0.8778937278833349,164,7086,0.8939810799508444,0.9106689246401355,0.12448137052543823,0.09422133252480826,0.0,164,7086,0.10876441204018011,0.09142863127998871,1026,-0.8076506990513633,-0.8949704490188927,164,7086,-0.8503217390970069,-0.7717371581714717,0.2720448332608412,0.24787786682597213,164,7086,0.25986780010314187,0.25200112516466855,0.9104411727659542,0.880099383432103,164,7086,0.8955083986474237,0.9112334180073384,0.2711784011098892,0.24497446612916535,0.180027574300766,164,7086,0.258019460864663,0.2344262067542883,164,7086
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,all,middle,0.0026625376169734224,-0.05913539457619743,27,236,-0.02870700697037485,-0.04351800440226571,0.046669213495521,-0.005878811200534292,27,236,0.020435223815215134,0.03412175582627119,0.9355674636577415,0.7594498055956389,27,236,0.8574708727486505,0.8813559322033898,0.23450905305473785,0.06513205925920566,0.0,27,236,0.1416304232113694,0.1171119819253178,31,-0.7029932291488747,-0.9974608204941366,27,236,-0.838430866845481,-0.8081253377120878,0.2710091700851985,0.17587337178209733,27,236,0.22042471258866886,0.22553976478402393,0.9323345224734113,0.7562319624819624,27,236,0.8538633691411469,0.8813559322033898,0.30960068140323316,0.1883832540894588,0.17206837981939316,27,236,0.24132654273256107,0.23183646061856267,27,236
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,all,late,0.3981472849845886,-0.10883052945137024,5,10,0.10317327380180359,0.03681539297103882,0.15,-0.44970703125,5,10,-0.09736328125,-0.02177734375,1.0,0.2,5,10,0.6,0.7,0.5803466796875,0.0796630859375,0.1483154296875,5,10,0.3300048828125,0.2677978515625,5,-0.1308929958070318,-0.7110297560691834,5,10,-0.36640996675317483,-0.3485010838601738,0.15518478651841483,-0.11004515687624614,5,10,0.028460227449734997,0.05386674404144287,0.9,0.1,5,10,0.5,0.6,0.29656358510255815,0.07390345459183056,0.08569084852933884,5,10,0.18080959630509216,0.1569872501306236,5,10
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,pass,all,-0.015345391565771643,-0.03165893787485046,151,6533,-0.023787688265473114,-0.025078743942550656,0.02966079478574035,0.01124426718301635,151,6533,0.020893778232412945,0.022243890393004746,0.9272157872881734,0.9016917957236588,151,6533,0.9147848435113568,0.924383897137609,0.10292225830795745,0.07829426964871232,0.0,151,6533,0.0901488207144547,0.07777698843252526,946,-0.7436403083299133,-0.8314428462687823,151,6533,-0.787720790357569,-0.7346682549996713,0.2559510571555375,0.23420703966511752,151,6533,0.24515501750606516,0.2453924337595578,0.9283539536411258,0.9033808949429364,151,6533,0.9162402302865184,0.9248431042400123,0.24693713555818284,0.2243170683171307,0.17209197580814362,151,6533,0.23535803939742597,0.21993017516195384,151,6533
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,pass,early,-0.014426660714831693,-0.03070497332880274,151,6345,-0.022915305576375552,-0.02447497915150708,0.028932643736594276,0.010715910619511755,151,6345,0.02023992703172822,0.02184975866824271,0.9280244411444869,0.9035469385218405,151,6345,0.916038984754263,0.9260835303388495,0.10144965858087152,0.07755965602814614,0.0,151,6345,0.08910033303975037,0.07623988422847715,946,-0.745143960176198,-0.8337733894867234,151,6345,-0.7896781820949051,-0.733407920164999,0.257250057976281,0.23553576968534082,151,6345,0.24657078460311205,0.24653240598744064,0.9294235109123156,0.9054299740095678,151,6345,0.9177982022641039,0.9267139479905437,0.24737696908378642,0.2247693880571222,0.17160260677337646,151,6345,0.23575825298174735,0.2195959517577713,151,6345
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,pass,middle,0.008854249612172052,-0.06523246285806004,22,180,-0.02819292234269137,-0.04952136327823003,0.05141105745703357,-0.012468339229869325,22,180,0.020255965970188274,0.03833550347222222,0.9581586973632429,0.8223824281778828,22,180,0.8983102125147578,0.8777777777777778,0.16486562693602266,0.048301784441588246,0.0,22,180,0.10026131169375133,0.12053900824652777,25,-0.6685346378440006,-0.9949205227007237,22,180,-0.8159757072749936,-0.794688413457738,0.2353803766887304,0.15510533426964432,22,180,0.19589982749405477,0.21378389222340452,0.9545798898071627,0.820287718909878,22,180,0.8938828217237308,0.8777777777777778,0.2526967327573731,0.17928436396312625,0.1854313313961029,22,180,0.21430213367522058,0.2334753292418706,22,180
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,pass,late,0.4976841062307358,-0.1360381618142128,4,8,0.12896659225225449,0.04601924121379852,0.1875,-0.5621337890625,4,8,-0.1217041015625,-0.0272216796875,1.0,0.0,4,8,0.5,0.625,0.6258544921875,0.155517578125,0.3983154296875,4,8,0.412506103515625,0.334747314453125,4,-0.11180764537615079,-0.8289744933523859,4,8,-0.40620385905882966,-0.38381775544257835,0.18445519730448723,-0.15244573106368384,4,8,0.020685999343792602,0.05244414508342743,0.75,0.0,4,8,0.375,0.5,0.33354883175343275,0.08858353761024773,0.14862259849905968,4,8,0.21002307852419713,0.1802451458061114,4,8
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,fail,all,-0.005206844266406026,-0.06287028678200465,55,799,-0.034716307272017216,-0.05613333451210781,0.056068236972169165,-0.0059607516969148394,55,799,0.02638473198981869,0.04957124139549437,0.8086655057925933,0.7063841656967184,55,799,0.7595263968258985,0.7872340425531915,0.2921683905068535,0.19326917586583275,0.0,55,799,0.24094554908445248,0.21284433300414582,80,-0.9711244312051145,-1.1988828375698979,55,799,-1.0800608175704476,-1.0802808303239688,0.3202837988696902,0.2537135837817064,55,799,0.2866584312049239,0.2957412454256501,0.8090983465725619,0.7063835861114309,55,799,0.7589570671656599,0.7872340425531915,0.4092603367419683,0.34061377878195254,0.2717962861061096,55,799,0.37415707796015935,0.3512184529851432,55,799
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,fail,early,-0.0057456940850046795,-0.06362587947432011,55,741,-0.035325781835838836,-0.05869653255913743,0.05691978720019885,-0.005162992321343033,55,741,0.027274672057685998,0.05189619180161943,0.8064572589147792,0.704366484670717,55,741,0.7572792372200109,0.7786774628879892,0.29315040670031955,0.19496048193441592,0.0,55,741,0.24228116456570511,0.22148612121499664,80,-0.9764853940831884,-1.2017500935327396,55,741,-1.0837970228202465,-1.0999409572957222,0.3198824013044937,0.25303984797334456,55,741,0.28629939788368375,0.2988284169048996,0.8074055560349828,0.704974064279058,55,741,0.7573297422705161,0.7786774628879892,0.4107988360743041,0.3434967464332339,0.2792637348175049,55,741,0.3766990552604129,0.3614140177568529,55,741
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,fail,middle,0.0008206069469451904,-0.06596235544593246,6,56,-0.025807482776818453,-0.02422149372952325,0.039677372685185196,-0.001880787037037037,6,56,0.017686631944444444,0.020577566964285716,0.9814814814814815,0.4166666666666667,6,56,0.7314814814814815,0.8928571428571429,0.5911458333333334,0.01710792824074074,0.0,6,56,0.2697120949074074,0.10609654017857142,6,-0.6184283554622972,-1.5665832752085944,6,56,-1.067804029211402,-0.8513154513867838,0.4859645421858187,0.22617955616226904,6,56,0.3399227879665516,0.2633264980145863,0.9814814814814815,0.39814814814814814,6,56,0.7314814814814815,0.8928571428571429,0.5907479465197496,0.15794656205818886,0.1422572061419487,6,56,0.35231481536498505,0.22656866861507297,6,56
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,2,overall,fail,late,0.0,0.0,1,2,0.0,0.0,0.0,0.0,1,2,0.0,0.0,1.0,1.0,1,2,1.0,1.0,0.0,0.0,0.0,1,2,0.0,0.0,1,-0.20723439753055573,-0.20723439753055573,1,2,-0.20723439753055573,-0.20723439753055573,0.05955713987350464,0.05955713987350464,1,2,0.05955713987350464,0.05955713987350464,1.0,1.0,1,2,1.0,1.0,0.06395566742867231,0.06395566742867231,0.06395566742867231,1,2,0.06395566742867231,0.06395566742867231,1,2
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,3,reference_prefix_aligned,all,all,0.017712325039361848,-0.03671852123964503,149,3326,-0.010350482847607015,-0.025438047555721603,0.02906990863604495,-0.023629588222641183,149,3326,0.0039595799819607405,0.022688782509019845,0.912156323705639,0.8454842715554978,149,3326,0.8807477161232652,0.934155141310884,0.1574535720409206,0.09869499908672251,0.0,149,3326,0.12667992720753962,0.06975819214381013,859,-1.0009012746686274,-1.138370686589503,149,3326,-1.0674397576732044,-0.9170318384566896,0.32111200289318387,0.27547886378151404,149,3326,0.29878464141678907,0.3374792843725548,0.911118064382855,0.8442359872588391,149,3326,0.8798278167636253,0.9323511725796753,0.33504876163458097,0.29668464147471707,0.2516719549894333,149,3326,0.31542532354178365,0.27314966659846207,149,3326
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,3,reference_prefix_aligned,all,early,0.017615878250984585,-0.03682739261195824,149,3278,-0.010449359074277497,-0.025810538795097634,0.029206369306261425,-0.023549042855567238,149,3278,0.004068644253218736,0.02302101605399634,0.9119706530769625,0.8452549165614723,149,3278,0.8805157148753239,0.9331909701037218,0.1576813714664003,0.09894513177994056,0.0,149,3278,0.12683174254824242,0.07066794878975366,858,-1.0008577762260993,-1.138511354011901,149,3278,-1.0672804966168863,-0.9143200507103406,0.3210376960018395,0.27540387263894756,149,3278,0.2986168643927272,0.33672964489718193,0.9109142132081954,0.8440497432561288,149,3278,0.879633554815168,0.9313605857230018,0.3350927414092537,0.29672713240165766,0.25097742676734924,149,3278,0.3154502608906445,0.27318127221576166,149,3278
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,3,reference_prefix_aligned,all,middle,0.0,0.0,6,47,0.0,0.0,0.0,0.0,6,47,0.0,0.0,1.0,1.0,6,47,1.0,1.0,0.02288818359375,0.0,0.0,6,47,0.00762939453125,0.007791722074468085,7,-0.4993774318358018,-1.4443758933994422,6,47,-0.8992284252600607,-1.0974408779689606,0.4182505836130665,0.17363103803385185,6,47,0.3005701781650571,0.38043076243806395,1.0,1.0,6,47,1.0,1.0,0.29113340020599043,0.1775114622321867,0.29027995467185974,6,47,0.24192245058382053,0.2666707304405405,6,47
