task_id,task_group,split
SingleLineInfilling/HumanEval/82/L2,HumanEval/82,train
SingleLineInfilling/HumanEval/82/L3,HumanEval/82,train
SingleLineInfilling/HumanEval/82/L4,HumanEval/82,train
SingleLineInfilling/HumanEval/82/L5,HumanEval/82,train
SingleLineInfilling/HumanEval/82/L6,HumanEval/82,train
SingleLineInfilling/HumanEval/83/L0,HumanEval/83,train
SingleLineInfilling/HumanEval/83/L1,HumanEval/83,train
SingleLineInfilling/HumanEval/84/L0,HumanEval/84,test
SingleLineInfilling/HumanEval/85/L0,HumanEval/85,train
SingleLineInfilling/HumanEval/86/L0,HumanEval/86,validation
SingleLineInfilling/HumanEval/87/L0,HumanEval/87,train
SingleLineInfilling/HumanEval/87/L1,HumanEval/87,train
SingleLineInfilling/HumanEval/88/L0,HumanEval/88,validation
SingleLineInfilling/HumanEval/89/L0,HumanEval/89,calibration
SingleLineInfilling/HumanEval/89/L1,HumanEval/89,calibration
SingleLineInfilling/HumanEval/89/L2,HumanEval/89,calibration
SingleLineInfilling/HumanEval/89/L3,HumanEval/89,calibration
SingleLineInfilling/HumanEval/89/L4,HumanEval/89,calibration
SingleLineInfilling/HumanEval/89/L5,HumanEval/89,calibration
SingleLineInfilling/HumanEval/89/L6,HumanEval/89,calibration
SingleLineInfilling/HumanEval/89/L7,HumanEval/89,calibration
SingleLineInfilling/HumanEval/90/L0,HumanEval/90,train
SingleLineInfilling/HumanEval/90/L1,HumanEval/90,train
SingleLineInfilling/HumanEval/91/L0,HumanEval/91,test
SingleLineInfilling/HumanEval/91/L1,HumanEval/91,test
SingleLineInfilling/HumanEval/91/L2,HumanEval/91,test
SingleLineInfilling/HumanEval/92/L1,HumanEval/92,train
SingleLineInfilling/HumanEval/92/L2,HumanEval/92,train
SingleLineInfilling/HumanEval/92/L3,HumanEval/92,train
SingleLineInfilling/HumanEval/92/L4,HumanEval/92,train
SingleLineInfilling/HumanEval/92/L5,HumanEval/92,train
SingleLineInfilling/HumanEval/93/L0,HumanEval/93,train
SingleLineInfilling/HumanEval/93/L1,HumanEval/93,train
SingleLineInfilling/HumanEval/93/L2,HumanEval/93,train
SingleLineInfilling/HumanEval/93/L3,HumanEval/93,train
SingleLineInfilling/HumanEval/94/L0,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L1,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L2,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L3,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L5,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L6,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L7,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L8,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L9,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L10,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L11,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L12,HumanEval/94,train
SingleLineInfilling/HumanEval/94/L13,HumanEval/94,train
SingleLineInfilling/HumanEval/95/L0,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L1,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L2,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L3,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L4,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L6,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L7,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L8,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L9,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L10,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L11,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L12,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L13,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L14,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L15,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L16,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L17,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L18,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L19,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L20,HumanEval/95,train
SingleLineInfilling/HumanEval/95/L21,HumanEval/95,train
SingleLineInfilling/HumanEval/96/L0,HumanEval/96,calibration
SingleLineInfilling/HumanEval/96/L1,HumanEval/96,calibration
SingleLineInfilling/HumanEval/96/L2,HumanEval/96,calibration
SingleLineInfilling/HumanEval/96/L3,HumanEval/96,calibration
SingleLineInfilling/HumanEval/96/L4,HumanEval/96,calibration
SingleLineInfilling/HumanEval/96/L5,HumanEval/96,calibration
SingleLineInfilling/HumanEval/96/L6,HumanEval/96,calibration
SingleLineInfilling/HumanEval/96/L7,HumanEval/96,calibration
SingleLineInfilling/HumanEval/96/L8,HumanEval/96,calibration
SingleLineInfilling/HumanEval/96/L9,HumanEval/96,calibration
SingleLineInfilling/HumanEval/97/L0,HumanEval/97,train
SingleLineInfilling/HumanEval/98/L0,HumanEval/98,test
SingleLineInfilling/HumanEval/98/L1,HumanEval/98,test
SingleLineInfilling/HumanEval/98/L2,HumanEval/98,test
SingleLineInfilling/HumanEval/98/L3,HumanEval/98,test
SingleLineInfilling/HumanEval/98/L4,HumanEval/98,test
SingleLineInfilling/HumanEval/99/L0,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L2,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L3,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L4,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L5,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L7,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L8,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L9,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L10,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L11,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L12,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L13,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L14,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L15,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L16,HumanEval/99,validation
SingleLineInfilling/HumanEval/99/L18,HumanEval/99,validation
SingleLineInfilling/HumanEval/100/L0,HumanEval/100,train
SingleLineInfilling/HumanEval/101/L0,HumanEval/101,validation
SingleLineInfilling/HumanEval/101/L1,HumanEval/101,validation
SingleLineInfilling/HumanEval/101/L3,HumanEval/101,validation
SingleLineInfilling/HumanEval/101/L5,HumanEval/101,validation
SingleLineInfilling/HumanEval/101/L6,HumanEval/101,validation
SingleLineInfilling/HumanEval/101/L7,HumanEval/101,validation
SingleLineInfilling/HumanEval/101/L8,HumanEval/101,validation
SingleLineInfilling/HumanEval/101/L9,HumanEval/101,validation
SingleLineInfilling/HumanEval/101/L11,HumanEval/101,validation
SingleLineInfilling/HumanEval/101/L12,HumanEval/101,validation
SingleLineInfilling/HumanEval/102/L0,HumanEval/102,validation
SingleLineInfilling/HumanEval/102/L1,HumanEval/102,validation
SingleLineInfilling/HumanEval/102/L2,HumanEval/102,validation
SingleLineInfilling/HumanEval/102/L3,HumanEval/102,validation
SingleLineInfilling/HumanEval/102/L4,HumanEval/102,validation
SingleLineInfilling/HumanEval/102/L5,HumanEval/102,validation
SingleLineInfilling/HumanEval/102/L6,HumanEval/102,validation
SingleLineInfilling/HumanEval/103/L0,HumanEval/103,train
SingleLineInfilling/HumanEval/103/L1,HumanEval/103,train
SingleLineInfilling/HumanEval/103/L2,HumanEval/103,train
SingleLineInfilling/HumanEval/103/L3,HumanEval/103,train
SingleLineInfilling/HumanEval/103/L4,HumanEval/103,train
SingleLineInfilling/HumanEval/103/L5,HumanEval/103,train
SingleLineInfilling/HumanEval/104/L0,HumanEval/104,train
SingleLineInfilling/HumanEval/104/L1,HumanEval/104,train
SingleLineInfilling/HumanEval/104/L2,HumanEval/104,train
SingleLineInfilling/HumanEval/104/L3,HumanEval/104,train
SingleLineInfilling/HumanEval/104/L4,HumanEval/104,train
SingleLineInfilling/HumanEval/105/L0,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L1,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L2,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L3,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L4,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L5,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L6,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L7,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L8,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L9,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L10,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L11,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L12,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L13,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L14,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L15,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L16,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L17,HumanEval/105,train
SingleLineInfilling/HumanEval/105/L18,HumanEval/105,train
SingleLineInfilling/HumanEval/106/L0,HumanEval/106,train
SingleLineInfilling/HumanEval/106/L1,HumanEval/106,train
SingleLineInfilling/HumanEval/106/L2,HumanEval/106,train
SingleLineInfilling/HumanEval/106/L3,HumanEval/106,train
SingleLineInfilling/HumanEval/106/L4,HumanEval/106,train
SingleLineInfilling/HumanEval/106/L5,HumanEval/106,train
SingleLineInfilling/HumanEval/106/L6,HumanEval/106,train
SingleLineInfilling/HumanEval/106/L7,HumanEval/106,train
SingleLineInfilling/HumanEval/106/L8,HumanEval/106,train
SingleLineInfilling/HumanEval/106/L9,HumanEval/106,train
SingleLineInfilling/HumanEval/106/L10,HumanEval/106,train
SingleLineInfilling/HumanEval/107/L0,HumanEval/107,train
SingleLineInfilling/HumanEval/107/L1,HumanEval/107,train
SingleLineInfilling/HumanEval/107/L3,HumanEval/107,train
SingleLineInfilling/HumanEval/107/L4,HumanEval/107,train
SingleLineInfilling/HumanEval/107/L6,HumanEval/107,train
SingleLineInfilling/HumanEval/107/L7,HumanEval/107,train
SingleLineInfilling/HumanEval/107/L8,HumanEval/107,train
SingleLineInfilling/HumanEval/107/L9,HumanEval/107,train
SingleLineInfilling/HumanEval/107/L10,HumanEval/107,train
SingleLineInfilling/HumanEval/107/L11,HumanEval/107,train
SingleLineInfilling/HumanEval/108/L0,HumanEval/108,validation
SingleLineInfilling/HumanEval/108/L1,HumanEval/108,validation
SingleLineInfilling/HumanEval/108/L2,HumanEval/108,validation
SingleLineInfilling/HumanEval/108/L3,HumanEval/108,validation
SingleLineInfilling/HumanEval/108/L4,HumanEval/108,validation
SingleLineInfilling/HumanEval/108/L5,HumanEval/108,validation
SingleLineInfilling/HumanEval/108/L6,HumanEval/108,validation
SingleLineInfilling/HumanEval/109/L0,HumanEval/109,train
SingleLineInfilling/HumanEval/109/L1,HumanEval/109,train
SingleLineInfilling/HumanEval/109/L2,HumanEval/109,train
SingleLineInfilling/HumanEval/109/L3,HumanEval/109,train
SingleLineInfilling/HumanEval/109/L5,HumanEval/109,train
SingleLineInfilling/HumanEval/109/L6,HumanEval/109,train
SingleLineInfilling/HumanEval/109/L7,HumanEval/109,train
SingleLineInfilling/HumanEval/109/L8,HumanEval/109,train
SingleLineInfilling/HumanEval/109/L9,HumanEval/109,train
SingleLineInfilling/HumanEval/109/L10,HumanEval/109,train
SingleLineInfilling/HumanEval/109/L11,HumanEval/109,train
SingleLineInfilling/HumanEval/110/L0,HumanEval/110,train
SingleLineInfilling/HumanEval/110/L1,HumanEval/110,train
SingleLineInfilling/HumanEval/110/L2,HumanEval/110,train
SingleLineInfilling/HumanEval/110/L3,HumanEval/110,train
SingleLineInfilling/HumanEval/110/L4,HumanEval/110,train
SingleLineInfilling/HumanEval/110/L5,HumanEval/110,train
SingleLineInfilling/HumanEval/110/L6,HumanEval/110,train
SingleLineInfilling/HumanEval/110/L7,HumanEval/110,train
SingleLineInfilling/HumanEval/110/L8,HumanEval/110,train
SingleLineInfilling/HumanEval/110/L9,HumanEval/110,train
SingleLineInfilling/HumanEval/110/L10,HumanEval/110,train
SingleLineInfilling/HumanEval/111/L0,HumanEval/111,train
SingleLineInfilling/HumanEval/111/L1,HumanEval/111,train
SingleLineInfilling/HumanEval/111/L2,HumanEval/111,train
SingleLineInfilling/HumanEval/111/L4,HumanEval/111,train
SingleLineInfilling/HumanEval/111/L5,HumanEval/111,train
SingleLineInfilling/HumanEval/111/L6,HumanEval/111,train
SingleLineInfilling/HumanEval/111/L7,HumanEval/111,train
SingleLineInfilling/HumanEval/111/L8,HumanEval/111,train
SingleLineInfilling/HumanEval/111/L9,HumanEval/111,train
SingleLineInfilling/HumanEval/111/L11,HumanEval/111,train
SingleLineInfilling/HumanEval/111/L12,HumanEval/111,train
SingleLineInfilling/HumanEval/112/L0,HumanEval/112,train
SingleLineInfilling/HumanEval/112/L1,HumanEval/112,train
SingleLineInfilling/HumanEval/113/L0,HumanEval/113,validation
SingleLineInfilling/HumanEval/113/L1,HumanEval/113,validation
SingleLineInfilling/HumanEval/113/L2,HumanEval/113,validation
SingleLineInfilling/HumanEval/113/L3,HumanEval/113,validation
SingleLineInfilling/HumanEval/113/L4,HumanEval/113,validation
SingleLineInfilling/HumanEval/114/L0,HumanEval/114,train
SingleLineInfilling/HumanEval/114/L1,HumanEval/114,train
SingleLineInfilling/HumanEval/114/L2,HumanEval/114,train
SingleLineInfilling/HumanEval/114/L3,HumanEval/114,train
SingleLineInfilling/HumanEval/114/L4,HumanEval/114,train
SingleLineInfilling/HumanEval/114/L5,HumanEval/114,train
SingleLineInfilling/HumanEval/114/L6,HumanEval/114,train
SingleLineInfilling/HumanEval/114/L7,HumanEval/114,train
SingleLineInfilling/HumanEval/114/L8,HumanEval/114,train
SingleLineInfilling/HumanEval/114/L9,HumanEval/114,train
SingleLineInfilling/HumanEval/114/L10,HumanEval/114,train
SingleLineInfilling/HumanEval/115/L0,HumanEval/115,validation
SingleLineInfilling/HumanEval/116/L0,HumanEval/116,train
SingleLineInfilling/HumanEval/117/L0,HumanEval/117,validation
SingleLineInfilling/HumanEval/117/L1,HumanEval/117,validation
SingleLineInfilling/HumanEval/117/L2,HumanEval/117,validation
SingleLineInfilling/HumanEval/117/L3,HumanEval/117,validation
SingleLineInfilling/HumanEval/117/L4,HumanEval/117,validation
SingleLineInfilling/HumanEval/117/L5,HumanEval/117,validation
SingleLineInfilling/HumanEval/117/L6,HumanEval/117,validation
SingleLineInfilling/HumanEval/117/L7,HumanEval/117,validation
SingleLineInfilling/HumanEval/117/L8,HumanEval/117,validation
SingleLineInfilling/HumanEval/118/L0,HumanEval/118,train
SingleLineInfilling/HumanEval/118/L1,HumanEval/118,train
SingleLineInfilling/HumanEval/118/L3,HumanEval/118,train
SingleLineInfilling/HumanEval/118/L4,HumanEval/118,train
SingleLineInfilling/HumanEval/118/L5,HumanEval/118,train
SingleLineInfilling/HumanEval/118/L6,HumanEval/118,train
SingleLineInfilling/HumanEval/118/L7,HumanEval/118,train
SingleLineInfilling/HumanEval/118/L8,HumanEval/118,train
SingleLineInfilling/HumanEval/119/L0,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L1,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L2,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L3,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L4,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L5,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L6,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L7,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L8,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L9,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L11,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L12,HumanEval/119,train
SingleLineInfilling/HumanEval/119/L13,HumanEval/119,train
SingleLineInfilling/HumanEval/120/L0,HumanEval/120,calibration
SingleLineInfilling/HumanEval/120/L1,HumanEval/120,calibration
SingleLineInfilling/HumanEval/120/L2,HumanEval/120,calibration
SingleLineInfilling/HumanEval/120/L3,HumanEval/120,calibration
SingleLineInfilling/HumanEval/120/L4,HumanEval/120,calibration
SingleLineInfilling/HumanEval/121/L0,HumanEval/121,calibration
SingleLineInfilling/HumanEval/122/L0,HumanEval/122,train
SingleLineInfilling/HumanEval/123/L0,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L1,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L2,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L3,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L4,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L5,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L6,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L7,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L8,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L10,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L11,HumanEval/123,train
SingleLineInfilling/HumanEval/123/L13,HumanEval/123,train
SingleLineInfilling/HumanEval/124/L0,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L1,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L2,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L3,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L4,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L5,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L6,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L7,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L8,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L9,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L10,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L11,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L12,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L13,HumanEval/124,train
SingleLineInfilling/HumanEval/124/L15,HumanEval/124,train
SingleLineInfilling/HumanEval/125/L0,HumanEval/125,train
SingleLineInfilling/HumanEval/125/L1,HumanEval/125,train
SingleLineInfilling/HumanEval/125/L2,HumanEval/125,train
SingleLineInfilling/HumanEval/125/L3,HumanEval/125,train
SingleLineInfilling/HumanEval/125/L4,HumanEval/125,train
SingleLineInfilling/HumanEval/125/L5,HumanEval/125,train
SingleLineInfilling/HumanEval/126/L0,HumanEval/126,train
SingleLineInfilling/HumanEval/126/L1,HumanEval/126,train
SingleLineInfilling/HumanEval/126/L2,HumanEval/126,train
SingleLineInfilling/HumanEval/126/L3,HumanEval/126,train
SingleLineInfilling/HumanEval/126/L4,HumanEval/126,train
SingleLineInfilling/HumanEval/126/L5,HumanEval/126,train
SingleLineInfilling/HumanEval/126/L6,HumanEval/126,train
SingleLineInfilling/HumanEval/126/L7,HumanEval/126,train
SingleLineInfilling/HumanEval/126/L8,HumanEval/126,train
SingleLineInfilling/HumanEval/127/L0,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L1,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L2,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L3,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L4,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L5,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L6,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L7,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L8,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L10,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L11,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L12,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L13,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L14,HumanEval/127,calibration
SingleLineInfilling/HumanEval/127/L15,HumanEval/127,calibration
SingleLineInfilling/HumanEval/128/L0,HumanEval/128,train
SingleLineInfilling/HumanEval/128/L1,HumanEval/128,train
SingleLineInfilling/HumanEval/128/L2,HumanEval/128,train
SingleLineInfilling/HumanEval/129/L0,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L1,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L2,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L3,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L4,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L5,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L6,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L7,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L9,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L10,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L12,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L13,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L15,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L16,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L18,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L20,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L21,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L22,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L23,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L24,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L25,HumanEval/129,train
SingleLineInfilling/HumanEval/129/L26,HumanEval/129,train
SingleLineInfilling/HumanEval/130/L0,HumanEval/130,train
SingleLineInfilling/HumanEval/130/L1,HumanEval/130,train
SingleLineInfilling/HumanEval/130/L2,HumanEval/130,train
SingleLineInfilling/HumanEval/130/L3,HumanEval/130,train
SingleLineInfilling/HumanEval/130/L4,HumanEval/130,train
SingleLineInfilling/HumanEval/130/L5,HumanEval/130,train
SingleLineInfilling/HumanEval/130/L6,HumanEval/130,train
SingleLineInfilling/HumanEval/130/L7,HumanEval/130,train
SingleLineInfilling/HumanEval/130/L8,HumanEval/130,train
SingleLineInfilling/HumanEval/131/L0,HumanEval/131,train
SingleLineInfilling/HumanEval/131/L1,HumanEval/131,train
SingleLineInfilling/HumanEval/131/L2,HumanEval/131,train
SingleLineInfilling/HumanEval/131/L3,HumanEval/131,train
SingleLineInfilling/HumanEval/131/L4,HumanEval/131,train
SingleLineInfilling/HumanEval/131/L5,HumanEval/131,train
SingleLineInfilling/HumanEval/131/L6,HumanEval/131,train
SingleLineInfilling/HumanEval/131/L7,HumanEval/131,train
SingleLineInfilling/HumanEval/131/L8,HumanEval/131,train
SingleLineInfilling/HumanEval/131/L9,HumanEval/131,train
SingleLineInfilling/HumanEval/131/L10,HumanEval/131,train
SingleLineInfilling/HumanEval/132/L0,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L1,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L2,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L3,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L4,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L5,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L6,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L7,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L8,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L9,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L10,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L11,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L12,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L13,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L14,HumanEval/132,train
SingleLineInfilling/HumanEval/132/L15,HumanEval/132,train
SingleLineInfilling/HumanEval/133/L0,HumanEval/133,calibration
SingleLineInfilling/HumanEval/133/L1,HumanEval/133,calibration
SingleLineInfilling/HumanEval/133/L2,HumanEval/133,calibration
SingleLineInfilling/HumanEval/133/L3,HumanEval/133,calibration
SingleLineInfilling/HumanEval/133/L4,HumanEval/133,calibration
SingleLineInfilling/HumanEval/134/L1,HumanEval/134,train
SingleLineInfilling/HumanEval/134/L2,HumanEval/134,train
SingleLineInfilling/HumanEval/135/L0,HumanEval/135,test
SingleLineInfilling/HumanEval/135/L1,HumanEval/135,test
SingleLineInfilling/HumanEval/135/L2,HumanEval/135,test
SingleLineInfilling/HumanEval/135/L3,HumanEval/135,test
SingleLineInfilling/HumanEval/135/L4,HumanEval/135,test
SingleLineInfilling/HumanEval/135/L5,HumanEval/135,test
SingleLineInfilling/HumanEval/135/L6,HumanEval/135,test
SingleLineInfilling/HumanEval/136/L0,HumanEval/136,validation
SingleLineInfilling/HumanEval/136/L1,HumanEval/136,validation
SingleLineInfilling/HumanEval/136/L2,HumanEval/136,validation
SingleLineInfilling/HumanEval/137/L0,HumanEval/137,train
SingleLineInfilling/HumanEval/137/L1,HumanEval/137,train
SingleLineInfilling/HumanEval/137/L2,HumanEval/137,train
SingleLineInfilling/HumanEval/137/L3,HumanEval/137,train
SingleLineInfilling/HumanEval/137/L4,HumanEval/137,train
SingleLineInfilling/HumanEval/138/L0,HumanEval/138,train
SingleLineInfilling/HumanEval/139/L0,HumanEval/139,validation
SingleLineInfilling/HumanEval/139/L1,HumanEval/139,validation
SingleLineInfilling/HumanEval/139/L2,HumanEval/139,validation
SingleLineInfilling/HumanEval/139/L3,HumanEval/139,validation
SingleLineInfilling/HumanEval/139/L4,HumanEval/139,validation
SingleLineInfilling/HumanEval/139/L5,HumanEval/139,validation
SingleLineInfilling/HumanEval/140/L0,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L1,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L2,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L3,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L4,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L5,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L6,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L7,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L8,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L9,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L10,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L11,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L12,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L13,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L14,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L15,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L16,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L17,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L18,HumanEval/140,train
SingleLineInfilling/HumanEval/140/L19,HumanEval/140,train
SingleLineInfilling/HumanEval/141/L0,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L1,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L2,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L3,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L4,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L5,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L6,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L7,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L8,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L9,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L10,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L11,HumanEval/141,train
