task_id,pool,action_id,experimental_seeds,oracle_sufficient_length,planned_steps
SingleLineInfilling/HumanEval/93/L3,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,24,88
SingleLineInfilling/HumanEval/94/L9,missed_failed_long,E_oracle_sufficient_no_early_commit,0,18,64
SingleLineInfilling/HumanEval/94/L9,missed_failed_long,F_oracle_sufficient_trace_remask,0,18,80
SingleLineInfilling/HumanEval/94/L9,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,18,88
SingleLineInfilling/HumanEval/95/L16,missed_failed_long,E_oracle_sufficient_no_early_commit,0,29,64
SingleLineInfilling/HumanEval/95/L16,missed_failed_long,F_oracle_sufficient_trace_remask,0,29,80
SingleLineInfilling/HumanEval/95/L16,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,29,88
SingleLineInfilling/HumanEval/116/L0,positive_control_rescued,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/116/L0,positive_control_rescued,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/116/L0,positive_control_rescued,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/66/L1,positive_control_rescued,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/66/L1,positive_control_rescued,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/66/L1,positive_control_rescued,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/16/L0,positive_control_rescued,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/16/L0,positive_control_rescued,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/16/L0,positive_control_rescued,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/34/L0,positive_control_rescued,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/34/L0,positive_control_rescued,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/34/L0,positive_control_rescued,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/60/L0,positive_control_rescued,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/60/L0,positive_control_rescued,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/60/L0,positive_control_rescued,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/67/L4,positive_control_rescued,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/67/L4,positive_control_rescued,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/67/L4,positive_control_rescued,G_oracle_sufficient_trace_span_remask,0,32,88
