row_key,task_group,length_bucket,fixed64_seed0_candidate_key,fixed64_seed0_canvas,fixed64_seed0_passed,ordinary_confidence_best_of_grid_candidate_key,ordinary_confidence_best_of_grid_canvas,ordinary_confidence_best_of_grid_passed,phase5_prefix_only_deterministic_proxy_candidate_key,phase5_prefix_only_deterministic_proxy_canvas,phase5_prefix_only_deterministic_proxy_passed,phase5_combined_deterministic_proxy_candidate_key,phase5_combined_deterministic_proxy_canvas,phase5_combined_deterministic_proxy_passed,fixed_score_only_abductive_selector_candidate_key,fixed_score_only_abductive_selector_canvas,fixed_score_only_abductive_selector_passed,best_of_8_oracle_ceiling_offline_only_candidate_key,best_of_8_oracle_ceiling_offline_only_canvas,best_of_8_oracle_ceiling_offline_only_passed
HumanEval-MultiLineInfilling:1271:524ed49e5472a904,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1271:524ed49e5472a904|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1271:524ed49e5472a904|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1271:524ed49e5472a904|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1271:524ed49e5472a904|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:1271:524ed49e5472a904|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:1271:524ed49e5472a904|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:1272:2846acfd0b8f4eb1,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1272:2846acfd0b8f4eb1|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1272:2846acfd0b8f4eb1|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1272:2846acfd0b8f4eb1|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1272:2846acfd0b8f4eb1|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1272:2846acfd0b8f4eb1|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1272:2846acfd0b8f4eb1|deployable_grid|canvas=128|seed=0,128,True
HumanEval-MultiLineInfilling:1273:08b62390ebe2db4d,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1273:08b62390ebe2db4d|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1273:08b62390ebe2db4d|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1273:08b62390ebe2db4d|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1273:08b62390ebe2db4d|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1273:08b62390ebe2db4d|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1273:08b62390ebe2db4d|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1274:cf6fc6ba721ed231,HumanEval/59,short,HumanEval-MultiLineInfilling:1274:cf6fc6ba721ed231|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1274:cf6fc6ba721ed231|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:1274:cf6fc6ba721ed231|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1274:cf6fc6ba721ed231|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1274:cf6fc6ba721ed231|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:1274:cf6fc6ba721ed231|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:1275:f77427555b25f968,HumanEval/59,medium,HumanEval-MultiLineInfilling:1275:f77427555b25f968|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1275:f77427555b25f968|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:1275:f77427555b25f968|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1275:f77427555b25f968|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1275:f77427555b25f968|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:1275:f77427555b25f968|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:1276:77417d7e69aca579,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1276:77417d7e69aca579|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1276:77417d7e69aca579|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1276:77417d7e69aca579|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1276:77417d7e69aca579|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:1276:77417d7e69aca579|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1276:77417d7e69aca579|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:1277:233ddb18e56c6901,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1277:233ddb18e56c6901|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1277:233ddb18e56c6901|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1277:233ddb18e56c6901|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1277:233ddb18e56c6901|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1277:233ddb18e56c6901|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1277:233ddb18e56c6901|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1278:61844d874b17c692,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1278:61844d874b17c692|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1278:61844d874b17c692|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1278:61844d874b17c692|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1278:61844d874b17c692|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1278:61844d874b17c692|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1278:61844d874b17c692|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:1279:df47cfc92131ccc4,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1279:df47cfc92131ccc4|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1279:df47cfc92131ccc4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1279:df47cfc92131ccc4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1279:df47cfc92131ccc4|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1279:df47cfc92131ccc4|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1279:df47cfc92131ccc4|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:127:24c65642cb179170,HumanEval/1,medium,HumanEval-MultiLineInfilling:127:24c65642cb179170|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:127:24c65642cb179170|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:127:24c65642cb179170|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:127:24c65642cb179170|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:127:24c65642cb179170|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:127:24c65642cb179170|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:1280:9dc4bacc49c654b7,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1280:9dc4bacc49c654b7|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1280:9dc4bacc49c654b7|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1280:9dc4bacc49c654b7|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1280:9dc4bacc49c654b7|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1280:9dc4bacc49c654b7|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1280:9dc4bacc49c654b7|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:1281:8bdcbf097ebd59c4,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1281:8bdcbf097ebd59c4|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1281:8bdcbf097ebd59c4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1281:8bdcbf097ebd59c4|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1281:8bdcbf097ebd59c4|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1281:8bdcbf097ebd59c4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1281:8bdcbf097ebd59c4|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1282:42cc4f8ab89511db,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1282:42cc4f8ab89511db|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1282:42cc4f8ab89511db|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1282:42cc4f8ab89511db|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1282:42cc4f8ab89511db|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1282:42cc4f8ab89511db|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1282:42cc4f8ab89511db|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1283:035684b9f08f76c6,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1283:035684b9f08f76c6|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1283:035684b9f08f76c6|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1283:035684b9f08f76c6|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1283:035684b9f08f76c6|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1283:035684b9f08f76c6|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1283:035684b9f08f76c6|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1284:28d279efb3766bf7,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1284:28d279efb3766bf7|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1284:28d279efb3766bf7|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1284:28d279efb3766bf7|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1284:28d279efb3766bf7|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1284:28d279efb3766bf7|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1284:28d279efb3766bf7|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1285:1144faa21ce3b8fa,HumanEval/59,short,HumanEval-MultiLineInfilling:1285:1144faa21ce3b8fa|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1285:1144faa21ce3b8fa|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:1285:1144faa21ce3b8fa|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1285:1144faa21ce3b8fa|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1285:1144faa21ce3b8fa|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:1285:1144faa21ce3b8fa|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:1286:7ce42b731eb1aea0,HumanEval/59,long,HumanEval-MultiLineInfilling:1286:7ce42b731eb1aea0|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1286:7ce42b731eb1aea0|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1286:7ce42b731eb1aea0|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1286:7ce42b731eb1aea0|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1286:7ce42b731eb1aea0|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:1286:7ce42b731eb1aea0|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:1287:f7a5b0218cab6de3,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1287:f7a5b0218cab6de3|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1287:f7a5b0218cab6de3|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1287:f7a5b0218cab6de3|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1287:f7a5b0218cab6de3|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1287:f7a5b0218cab6de3|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1287:f7a5b0218cab6de3|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:1288:9c7ea1c37154fb59,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1288:9c7ea1c37154fb59|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1288:9c7ea1c37154fb59|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1288:9c7ea1c37154fb59|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1288:9c7ea1c37154fb59|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1288:9c7ea1c37154fb59|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1288:9c7ea1c37154fb59|deployable_grid|canvas=128|seed=0,128,True
HumanEval-MultiLineInfilling:1289:7583853e62e33856,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1289:7583853e62e33856|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1289:7583853e62e33856|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1289:7583853e62e33856|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1289:7583853e62e33856|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1289:7583853e62e33856|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:1289:7583853e62e33856|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:128:0e9b40e14da89128,HumanEval/1,medium,HumanEval-MultiLineInfilling:128:0e9b40e14da89128|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:128:0e9b40e14da89128|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:128:0e9b40e14da89128|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:128:0e9b40e14da89128|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:128:0e9b40e14da89128|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:128:0e9b40e14da89128|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:1290:926c964fe14de194,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1290:926c964fe14de194|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1290:926c964fe14de194|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1290:926c964fe14de194|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1290:926c964fe14de194|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1290:926c964fe14de194|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1290:926c964fe14de194|deployable_grid|canvas=128|seed=0,128,True
HumanEval-MultiLineInfilling:1291:ef9e13ac2e107d04,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1291:ef9e13ac2e107d04|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1291:ef9e13ac2e107d04|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1291:ef9e13ac2e107d04|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1291:ef9e13ac2e107d04|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1291:ef9e13ac2e107d04|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1291:ef9e13ac2e107d04|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:1292:c2a81ecbdd450450,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1292:c2a81ecbdd450450|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1292:c2a81ecbdd450450|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1292:c2a81ecbdd450450|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1292:c2a81ecbdd450450|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1292:c2a81ecbdd450450|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1292:c2a81ecbdd450450|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1293:584c51f271c6a524,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1293:584c51f271c6a524|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1293:584c51f271c6a524|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1293:584c51f271c6a524|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1293:584c51f271c6a524|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1293:584c51f271c6a524|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1293:584c51f271c6a524|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1294:f24318499e76c2fe,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1294:f24318499e76c2fe|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1294:f24318499e76c2fe|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1294:f24318499e76c2fe|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1294:f24318499e76c2fe|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1294:f24318499e76c2fe|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1294:f24318499e76c2fe|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1295:5e3592e06afbd7a7,HumanEval/59,medium,HumanEval-MultiLineInfilling:1295:5e3592e06afbd7a7|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1295:5e3592e06afbd7a7|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1295:5e3592e06afbd7a7|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:1295:5e3592e06afbd7a7|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:1295:5e3592e06afbd7a7|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:1295:5e3592e06afbd7a7|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:1296:6898f806c37dc3b9,HumanEval/59,long,HumanEval-MultiLineInfilling:1296:6898f806c37dc3b9|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1296:6898f806c37dc3b9|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1296:6898f806c37dc3b9|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1296:6898f806c37dc3b9|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1296:6898f806c37dc3b9|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1296:6898f806c37dc3b9|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1297:836cfcac99666a1e,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1297:836cfcac99666a1e|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1297:836cfcac99666a1e|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1297:836cfcac99666a1e|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1297:836cfcac99666a1e|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1297:836cfcac99666a1e|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1297:836cfcac99666a1e|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:1298:88be9e8966204a83,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1298:88be9e8966204a83|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1298:88be9e8966204a83|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1298:88be9e8966204a83|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1298:88be9e8966204a83|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1298:88be9e8966204a83|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1298:88be9e8966204a83|deployable_grid|canvas=128|seed=0,128,True
HumanEval-MultiLineInfilling:1299:d2e1b35e2a5e34f0,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1299:d2e1b35e2a5e34f0|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1299:d2e1b35e2a5e34f0|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1299:d2e1b35e2a5e34f0|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1299:d2e1b35e2a5e34f0|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1299:d2e1b35e2a5e34f0|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1299:d2e1b35e2a5e34f0|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:129:9224880c515408d5,HumanEval/1,long,HumanEval-MultiLineInfilling:129:9224880c515408d5|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:129:9224880c515408d5|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:129:9224880c515408d5|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:129:9224880c515408d5|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:129:9224880c515408d5|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:129:9224880c515408d5|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:12:a470824ed2a70df3,HumanEval/0,extreme,HumanEval-MultiLineInfilling:12:a470824ed2a70df3|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:12:a470824ed2a70df3|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:12:a470824ed2a70df3|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:12:a470824ed2a70df3|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:12:a470824ed2a70df3|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:12:a470824ed2a70df3|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1300:0ae0f7a0df6d5820,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1300:0ae0f7a0df6d5820|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1300:0ae0f7a0df6d5820|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1300:0ae0f7a0df6d5820|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1300:0ae0f7a0df6d5820|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1300:0ae0f7a0df6d5820|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1300:0ae0f7a0df6d5820|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1301:17875dfe507e46d2,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1301:17875dfe507e46d2|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1301:17875dfe507e46d2|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1301:17875dfe507e46d2|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1301:17875dfe507e46d2|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1301:17875dfe507e46d2|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1301:17875dfe507e46d2|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1302:f8f65ecb57673bd1,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1302:f8f65ecb57673bd1|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1302:f8f65ecb57673bd1|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1302:f8f65ecb57673bd1|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1302:f8f65ecb57673bd1|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1302:f8f65ecb57673bd1|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1302:f8f65ecb57673bd1|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1303:ef2ef979a994637a,HumanEval/59,extreme,HumanEval-MultiLineInfilling:1303:ef2ef979a994637a|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:1303:ef2ef979a994637a|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1303:ef2ef979a994637a|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1303:ef2ef979a994637a|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:1303:ef2ef979a994637a|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:1303:ef2ef979a994637a|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:1304:7cbd948db40e7890,HumanEval/59,medium,HumanEval-MultiLineInfilling:1304:7cbd948db40e7890|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:1304:7cbd948db40e7890|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1304:7cbd948db40e7890|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1304:7cbd948db40e7890|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:1304:7cbd948db40e7890|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:1304:7cbd948db40e7890|deployable_grid|canvas=64|seed=0,64,True
