task_group,method_a,method_b,method_a_accuracy,method_b_accuracy,task_macro_delta,outcome,span_count
HumanEval/83,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/85,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/86,m2_abrupt_constraints,m2_vanilla_fixed64,1.0,1.0,0.0,tie,1
HumanEval/87,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/88,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/89,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/9,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/90,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/92,m2_abrupt_constraints,m2_vanilla_fixed64,1.0,1.0,0.0,tie,1
HumanEval/93,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/94,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/95,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/96,m2_abrupt_constraints,m2_vanilla_fixed64,0.0,0.0,0.0,tie,1
HumanEval/97,m2_abrupt_constraints,m2_vanilla_fixed64,1.0,1.0,0.0,tie,1
HumanEval/99,m2_abrupt_constraints,m2_vanilla_fixed64,1.0,1.0,0.0,tie,1
HumanEval/0,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/1,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/10,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/100,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/101,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/102,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/103,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/104,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/105,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/106,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/107,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/108,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/109,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/11,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/110,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/111,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/112,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/113,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/114,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/115,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/116,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/117,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/118,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/119,m2_gradual_constraints,m2_abrupt_constraints,1.0,0.0,1.0,win,1
HumanEval/12,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/120,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/121,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/122,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/123,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/124,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/125,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/126,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/127,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/128,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/129,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/13,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/130,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/131,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/132,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/133,m2_gradual_constraints,m2_abrupt_constraints,1.0,0.0,1.0,win,1
HumanEval/134,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/136,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/137,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/138,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/139,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/14,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/140,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/141,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/142,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/144,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/145,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/146,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/147,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/148,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/15,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/150,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/151,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/152,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/154,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/155,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/156,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/157,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/158,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/159,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/16,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/160,m2_gradual_constraints,m2_abrupt_constraints,1.0,0.0,1.0,win,1
HumanEval/161,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/162,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/163,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/17,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/18,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/19,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/2,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/20,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/21,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/22,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/23,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/24,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/25,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/26,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/28,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/29,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/3,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/30,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/32,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/33,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/34,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/36,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/37,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/38,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/39,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/4,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/40,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/41,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/42,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/43,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/44,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/45,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/46,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/47,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/48,m2_gradual_constraints,m2_abrupt_constraints,0.0,1.0,-1.0,loss,1
HumanEval/49,m2_gradual_constraints,m2_abrupt_constraints,1.0,0.0,1.0,win,1
HumanEval/5,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/51,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/52,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/53,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/54,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/55,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/56,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/57,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/58,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/59,m2_gradual_constraints,m2_abrupt_constraints,1.0,0.0,1.0,win,1
HumanEval/6,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/60,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/61,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/62,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/63,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/64,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/65,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/67,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/68,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/7,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/70,m2_gradual_constraints,m2_abrupt_constraints,0.0,1.0,-1.0,loss,1
HumanEval/71,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/72,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/73,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/74,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/75,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/77,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/79,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/8,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/80,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/82,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/83,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/85,m2_gradual_constraints,m2_abrupt_constraints,1.0,0.0,1.0,win,1
HumanEval/86,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/87,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/88,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/89,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/9,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/90,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/92,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/93,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/94,m2_gradual_constraints,m2_abrupt_constraints,1.0,0.0,1.0,win,1
HumanEval/95,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/96,m2_gradual_constraints,m2_abrupt_constraints,0.0,0.0,0.0,tie,1
HumanEval/97,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
HumanEval/99,m2_gradual_constraints,m2_abrupt_constraints,1.0,1.0,0.0,tie,1
