task_id,oracle_bucket,baseline_selected_length,route2_primary_selected_length,route2_selected_length,route2_rescue_length,route2_selected_minus_oracle_length,route2_abs_selected_minus_oracle_length,route2_primary_stop_reason,route2_final_source,route2_trace_top1_last,route2_trace_top1_median,route2_trace_confidence_max,route2_trace_max_remaining_plateau_steps,route2_best_len,route2_best_long_len,route2_long_score_max,route2_long_ratio,classes,pairwise,oracle_length,baseline_passed,route2_passed,route2_triggered,rescue_len_ge_oracle
SingleLineInfilling/HumanEval/126/L5,25+,4,4,4,,-22,22,global_gap_early_commit,primary,0.984375,0.98828125,0.9921875,14.0,4.0,16.0,0.5904963307147651,0.5476459149737616,tie_fail;missed_failed_long;unchanged_fail,tie_fail,26,False,False,False,
SingleLineInfilling/HumanEval/126/L6,<=8,4,4,4,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,14.0,4.0,20.0,0.8509287993145122,0.7830141726902669,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/126/L7,<=8,4,4,4,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,14.0,4.0,16.0,0.5512836837532378,0.5072844377807185,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/126/L8,<=8,4,4,4,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,14.0,4.0,16.0,0.9226505167418205,0.8490116113484829,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/127/L0,<=8,7,7,7,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,7.0,14.0,0.7642653813931934,0.6800460236737004,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/127/L1,13-16,6,6,6,,-7,7,global_gap_early_commit,primary,0.9921875,0.99609375,0.99609375,10.0,6.0,13.0,0.943120057748903,0.8503107920687245,tie_fail;unchanged_fail,tie_fail,13,False,False,False,
SingleLineInfilling/HumanEval/127/L10,13-16,16,16,16,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,4.0,16.0,16.0,1.1809926614295303,1.0,tie_pass,tie_pass,16,True,True,False,
SingleLineInfilling/HumanEval/127/L11,13-16,16,16,16,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,4.0,16.0,16.0,1.1809926614295303,1.0,tie_pass,tie_pass,16,True,True,False,
SingleLineInfilling/HumanEval/127/L12,<=8,6,6,6,,-1,1,global_gap_early_commit,primary,1.0,1.0,1.0,10.0,6.0,20.0,0.5774159709634189,0.5185608397758921,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/127/L13,9-12,7,7,7,,-5,5,global_gap_early_commit,primary,0.9921875,0.9921875,0.99609375,8.0,7.0,20.0,0.6779377796736498,0.6079812738202462,tie_fail;unchanged_fail,tie_fail,12,False,False,False,
SingleLineInfilling/HumanEval/127/L14,<=8,6,6,6,,0,0,global_gap_early_commit,primary,0.9921875,0.99609375,1.0,10.0,6.0,20.0,0.9865163552492421,0.8859622444754107,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/127/L15,<=8,9,9,9,,3,3,global_gap_early_commit,primary,0.99609375,0.99609375,1.0,7.0,9.0,13.0,0.6241905696212546,0.8287354432953972,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/127/L2,<=8,4,4,4,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,14.0,4.0,16.0,1.0425950839182572,0.9593831208237856,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/127/L3,<=8,13,13,13,,5,5,global_gap_early_commit,primary,0.94921875,0.953125,0.98046875,4.0,13.0,13.0,1.1299216150808113,1.0,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/127/L4,<=8,16,16,16,,12,12,global_gap_early_commit,primary,0.79296875,0.88671875,0.93359375,4.0,16.0,16.0,1.0933408623390573,1.0,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/127/L5,9-12,11,11,11,,0,0,global_gap_early_commit,primary,0.9921875,0.9921875,0.99609375,5.0,11.0,13.0,1.0251304975531554,0.8912414524003923,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/127/L6,9-12,10,10,10,,0,0,global_gap_early_commit,primary,0.9921875,0.9921875,0.99609375,6.0,10.0,13.0,0.7426500937829525,0.6519142720125181,tie_pass,tie_pass,10,True,True,False,
SingleLineInfilling/HumanEval/127/L7,<=8,4,4,4,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,14.0,4.0,15.0,0.8915120962472237,0.8203584213493904,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/127/L8,<=8,4,4,4,,0,0,global_gap_early_commit,primary,0.9921875,0.9921875,0.99609375,14.0,4.0,24.0,0.8650153194871943,0.8054148701024604,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/128/L0,<=8,14,14,14,,6,6,global_gap_early_commit,primary,0.984375,0.984375,0.99609375,4.0,10.0,14.0,1.084616140060999,0.9993109866545029,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/128/L1,25+,6,6,6,,-23,23,global_gap_early_commit,primary,0.953125,0.95703125,0.9765625,10.0,6.0,15.0,0.9282754816594804,0.8710873072301021,tie_fail;missed_failed_long;unchanged_fail,tie_fail,29,False,False,False,
SingleLineInfilling/HumanEval/128/L2,13-16,3,3,32,32,17,17,global_gap_early_commit,rescue,0.41015625,0.41015625,0.60546875,21.0,,,,,tie_fail;unchanged_fail,tie_fail,15,False,False,True,True
SingleLineInfilling/HumanEval/129/L0,<=8,7,7,7,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,7.0,14.0,0.7596889419836533,0.6759738917954147,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/129/L1,9-12,5,5,5,,-5,5,global_gap_early_commit,primary,0.84375,0.890625,0.9140625,12.0,5.0,15.0,0.4917102798889327,0.49051820681157193,tie_pass,tie_pass,10,True,True,False,
SingleLineInfilling/HumanEval/129/L10,9-12,12,12,12,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,5.0,12.0,13.0,1.0980286662680465,0.945938286299148,tie_pass,tie_pass,12,True,True,False,
SingleLineInfilling/HumanEval/129/L12,9-12,20,20,20,,10,10,global_gap_early_commit,primary,0.94140625,0.98828125,0.9921875,3.0,20.0,20.0,1.1828845397064371,1.0,tie_fail;unchanged_fail,tie_fail,10,False,False,False,
SingleLineInfilling/HumanEval/129/L13,9-12,12,12,12,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,5.0,12.0,13.0,1.1071409373574077,0.9537883965588917,tie_pass,tie_pass,12,True,True,False,
SingleLineInfilling/HumanEval/129/L15,9-12,10,10,10,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,6.0,10.0,16.0,1.0056890632485844,0.8759185569065548,tie_pass,tie_pass,10,True,True,False,
SingleLineInfilling/HumanEval/129/L16,9-12,12,12,12,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,5.0,12.0,13.0,1.1116970729020885,0.9577134516887639,tie_pass,tie_pass,12,True,True,False,
SingleLineInfilling/HumanEval/129/L18,<=8,7,7,7,,0,0,global_gap_early_commit,primary,0.9453125,0.9453125,0.96875,8.0,7.0,15.0,0.6157867056552988,0.5820326516011363,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/129/L2,<=8,9,9,9,,1,1,global_gap_early_commit,primary,1.0,1.0,1.0,7.0,9.0,13.0,0.9932375487403905,0.8739736997821389,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/129/L20,<=8,5,5,5,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,12.0,5.0,15.0,0.6157867056552988,0.5591033678837215,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/129/L21,<=8,8,8,8,,0,0,global_gap_early_commit,primary,0.99609375,0.99609375,0.99609375,8.0,8.0,14.0,0.7505360631645732,0.6650984726885005,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/129/L22,9-12,5,5,5,,-6,6,global_gap_early_commit,primary,0.96875,0.96875,0.98046875,12.0,5.0,13.0,0.8064359914084822,0.755822796161537,tie_fail;unchanged_fail,tie_fail,11,False,False,False,
SingleLineInfilling/HumanEval/129/L23,<=8,7,7,7,,0,0,global_gap_early_commit,primary,0.99609375,0.99609375,0.99609375,8.0,7.0,13.0,0.6788641961574229,0.6088120932417035,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/129/L24,<=8,4,4,4,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,14.0,4.0,14.0,0.5720549261925101,0.5263978785614722,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/129/L25,<=8,6,6,6,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,10.0,6.0,13.0,0.6743080606127422,0.6055768661811908,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/129/L26,<=8,3,3,3,,-1,1,global_gap_early_commit,primary,0.90625,0.90625,0.9375,21.0,3.0,13.0,0.35993470802977456,0.590858600347216,tie_fail;unchanged_fail,tie_fail,4,False,False,False,
SingleLineInfilling/HumanEval/129/L3,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,24.0,0.9879136708897466,0.8720343573708793,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/129/L4,9-12,12,12,12,,0,0,global_gap_early_commit,primary,1.0,0.9921875,1.0,5.0,12.0,14.0,0.7185009872977927,0.6263195075829637,tie_pass,tie_pass,12,True,True,False,
SingleLineInfilling/HumanEval/129/L5,<=8,5,5,5,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,12.0,5.0,16.0,0.7242806556423291,0.6576104195554608,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/129/L6,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,14.0,1.1258040947468597,0.9937506476693414,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/129/L7,9-12,12,12,12,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,5.0,12.0,13.0,1.1162532084467691,0.9616385068186357,tie_pass,tie_pass,12,True,True,False,
SingleLineInfilling/HumanEval/129/L9,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,14.0,1.0937690188800793,0.9654731902153358,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/13/L0,<=8,8,8,8,,3,3,global_gap_early_commit,primary,0.9609375,0.96875,0.9765625,8.0,8.0,24.0,0.6286723360207478,0.5705314232963182,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/13/L1,9-12,11,11,11,,0,0,global_gap_early_commit,primary,0.984375,0.96484375,0.99609375,5.0,11.0,13.0,0.692532602791465,0.6215837821869403,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/13/L2,<=8,3,3,3,,-1,1,global_gap_early_commit,primary,0.98828125,0.98828125,0.9921875,21.0,3.0,13.0,0.5057310454595566,0.5179841218882929,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/130/L0,<=8,6,6,6,,-2,2,global_gap_early_commit,primary,0.99609375,0.9921875,0.99609375,10.0,6.0,20.0,1.0987267463676393,0.9945047697063237,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/130/L1,<=8,6,6,6,,0,0,global_gap_early_commit,primary,0.96875,0.9765625,0.984375,10.0,6.0,24.0,1.0493628465910225,0.9611758545051191,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/130/L2,9-12,11,11,11,,0,0,global_gap_early_commit,primary,0.99609375,0.99609375,1.0,5.0,11.0,13.0,0.6834203317021036,0.596500184677428,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/130/L3,13-16,14,14,14,,0,0,global_gap_early_commit,primary,0.9609375,0.97265625,0.98828125,4.0,14.0,14.0,1.1486862917945602,1.0,tie_pass,tie_pass,14,True,True,False,
SingleLineInfilling/HumanEval/130/L4,9-12,11,11,11,,0,0,global_gap_early_commit,primary,0.9921875,0.99609375,0.99609375,5.0,11.0,13.0,1.1025848018127271,0.9585796954706441,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/130/L5,13-16,13,13,13,,0,0,global_gap_early_commit,primary,0.984375,0.98828125,0.9921875,4.0,13.0,13.0,1.1572584283488954,1.0,tie_pass,tie_pass,13,True,True,False,
SingleLineInfilling/HumanEval/130/L6,<=8,4,4,4,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,14.0,4.0,14.0,0.5240023123923392,0.48218045676230853,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/130/L7,25+,3,3,3,,-28,28,global_gap_early_commit,primary,0.859375,0.859375,0.90625,21.0,3.0,13.0,0.6970887383361456,0.7263951246315965,tie_fail;missed_failed_long;unchanged_fail,tie_fail,31,False,False,False,
SingleLineInfilling/HumanEval/130/L8,<=8,4,4,4,,-1,1,global_gap_early_commit,primary,0.9765625,0.95703125,0.98828125,14.0,4.0,13.0,0.4533354866957287,0.48986858445202436,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/131/L0,<=8,6,6,6,,0,0,global_gap_early_commit,primary,0.98046875,0.98828125,0.9921875,10.0,6.0,13.0,0.8064359914084822,0.7328249909305127,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/131/L1,<=8,7,7,7,,0,0,global_gap_early_commit,primary,0.98046875,0.986328125,0.98828125,8.0,7.0,14.0,0.7551125025741133,0.6798689744616011,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/131/L10,<=8,3,3,3,,-1,1,global_gap_early_commit,primary,0.94921875,0.94921875,0.96875,21.0,3.0,14.0,0.4370499636110777,0.4223690604888714,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/131/L2,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,14.0,0.9518993971843368,0.8402444500618823,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/131/L3,9-12,10,10,10,,0,0,global_gap_early_commit,primary,0.984375,0.9921875,0.99609375,6.0,10.0,13.0,0.7608746359616754,0.6679121682582241,tie_pass,tie_pass,10,True,True,False,
SingleLineInfilling/HumanEval/131/L4,9-12,11,11,11,,-1,1,no_remaining_masks,primary,0.515625,0.83984375,0.94921875,5.0,11.0,13.0,0.9659007354723064,0.9269939955125582,tie_pass,tie_pass,12,True,True,False,
SingleLineInfilling/HumanEval/131/L5,9-12,7,7,7,,-2,2,global_gap_early_commit,primary,0.8359375,0.87890625,0.91015625,8.0,7.0,13.0,0.501174909914876,0.49635861935142095,tie_pass,tie_pass,9,True,True,False,
SingleLineInfilling/HumanEval/131/L6,<=8,7,7,7,,1,1,global_gap_early_commit,primary,0.91015625,0.935546875,0.94921875,8.0,7.0,13.0,0.6059660274425318,0.5680362950228195,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/131/L7,<=8,9,9,9,,1,1,global_gap_early_commit,primary,0.984375,0.98828125,0.9921875,7.0,9.0,16.0,0.8719047383210204,0.7952786900951844,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/131/L8,<=8,5,5,5,,0,0,global_gap_early_commit,primary,0.99609375,0.99609375,1.0,12.0,5.0,14.0,0.56747848678297,0.5172624906179285,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/131/L9,<=8,9,9,9,,5,5,global_gap_early_commit,primary,0.875,0.875,0.9453125,7.0,4.0,16.0,0.6873746349726563,0.6325136504546197,tie_fail;unchanged_fail,tie_fail,4,False,False,False,
SingleLineInfilling/HumanEval/132/L0,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,13.0,0.956788464382945,0.8445600443271601,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/132/L1,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,13.0,0.9841252776510292,0.8686903313079362,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/132/L10,9-12,11,11,11,,0,0,global_gap_early_commit,primary,0.9921875,0.99609375,1.0,5.0,11.0,14.0,1.015969548917898,0.8832769862309241,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/132/L11,9-12,10,10,10,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,6.0,10.0,14.0,0.9839344730511174,0.8569711009301456,tie_pass,tie_pass,10,True,True,False,
SingleLineInfilling/HumanEval/132/L12,13-16,7,7,7,,-8,8,global_gap_early_commit,primary,0.77734375,0.861328125,0.890625,8.0,7.0,15.0,0.8731304035410954,0.8723250561932453,tie_fail;unchanged_fail,tie_fail,15,False,False,False,
SingleLineInfilling/HumanEval/132/L13,<=8,10,10,10,,4,4,global_gap_early_commit,primary,1.0,1.0,1.0,6.0,10.0,13.0,0.8793341601233733,0.7780246723779741,tie_fail;unchanged_fail,tie_fail,6,False,False,False,
SingleLineInfilling/HumanEval/132/L14,<=8,12,12,12,,6,6,global_gap_early_commit,primary,0.609375,0.703125,0.8984375,5.0,12.0,16.0,1.0379818313345481,0.9952931298245773,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/132/L15,<=8,6,6,6,,-1,1,global_gap_early_commit,primary,0.8203125,0.86328125,0.91015625,10.0,6.0,15.0,0.6709317837736838,0.6765414490972024,tie_fail;unchanged_fail,tie_fail,7,False,False,False,
SingleLineInfilling/HumanEval/132/L2,9-12,9,9,9,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,7.0,9.0,15.0,1.0063976756605257,0.8820944193946374,tie_pass,tie_pass,9,True,True,False,
SingleLineInfilling/HumanEval/132/L3,9-12,9,9,9,,0,0,global_gap_early_commit,primary,0.90234375,0.94921875,0.9765625,7.0,9.0,14.0,0.8466412907649149,0.7629314410052064,tie_pass,tie_pass,9,True,True,False,
SingleLineInfilling/HumanEval/132/L4,9-12,9,9,9,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,7.0,9.0,13.0,0.7563185004169947,0.6629032882701036,tie_pass,tie_pass,9,True,True,False,
SingleLineInfilling/HumanEval/132/L5,<=8,9,9,9,,5,5,global_gap_early_commit,primary,0.9140625,0.94140625,0.9609375,7.0,9.0,13.0,0.6879764672467843,0.6326582439109502,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/132/L6,9-12,9,9,9,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,7.0,9.0,13.0,0.943120057748903,0.8266324136862135,tie_pass,tie_pass,9,True,True,False,
SingleLineInfilling/HumanEval/132/L7,<=8,8,8,8,,0,0,global_gap_early_commit,primary,0.94921875,0.89453125,0.96875,8.0,8.0,16.0,0.765799928895711,0.8482809622530693,tie_fail;unchanged_fail,tie_fail,8,False,False,False,
SingleLineInfilling/HumanEval/132/L8,<=8,6,6,6,,0,0,global_gap_early_commit,primary,0.984375,0.9921875,0.9921875,10.0,6.0,14.0,1.0937690188800793,0.9900173176172737,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/132/L9,<=8,6,6,6,,0,0,global_gap_early_commit,primary,0.99609375,1.0,1.0,10.0,6.0,14.0,0.7596889419836533,0.6822550042497176,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/133/L0,<=8,4,4,4,,0,0,global_gap_early_commit,primary,0.984375,0.984375,0.9921875,14.0,4.0,13.0,0.4761161644191322,0.4450704403925008,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/133/L1,<=8,6,6,6,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,10.0,6.0,15.0,0.6939088996563443,0.6231798215303533,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/133/L2,<=8,7,7,7,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,7.0,14.0,0.736806744935953,0.6556132324039866,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/133/L3,9-12,7,7,7,,-2,2,global_gap_early_commit,primary,0.765625,0.810546875,0.8671875,8.0,7.0,13.0,0.6606396539787002,0.6966986513202816,tie_fail;unchanged_fail,tie_fail,9,False,False,False,
SingleLineInfilling/HumanEval/133/L4,<=8,3,3,3,,-1,1,global_gap_early_commit,primary,0.9609375,0.9609375,0.9765625,21.0,3.0,13.0,0.41688640233828317,0.45210378842078347,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/134/L1,9-12,7,7,7,,-5,5,global_gap_early_commit,primary,0.8515625,0.90234375,0.92578125,8.0,5.0,13.0,0.4761161644191322,0.45541613971594236,tie_fail;unchanged_fail,tie_fail,12,False,False,False,
SingleLineInfilling/HumanEval/134/L2,25+,3,3,32,32,4,4,no_remaining_masks,rescue,0.515625,0.44140625,0.8359375,21.0,,,,,tie_fail;triggered_failed_long;unchanged_fail,tie_fail,28,False,False,True,True
SingleLineInfilling/HumanEval/135/L0,<=8,5,5,5,,0,0,global_gap_early_commit,primary,0.84765625,0.84765625,0.90625,12.0,5.0,13.0,0.646971247344658,0.6866613933293267,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/135/L1,<=8,5,5,5,,0,0,global_gap_early_commit,primary,0.9921875,0.99609375,0.99609375,12.0,5.0,15.0,0.6295729751848951,0.5738622569042401,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/135/L2,<=8,8,8,8,,0,0,global_gap_early_commit,primary,0.9453125,0.94921875,0.96484375,8.0,8.0,13.0,0.8656657534893312,0.7951877769274693,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/135/L3,9-12,11,11,11,,0,0,global_gap_early_commit,primary,0.9375,0.78125,0.9765625,5.0,11.0,13.0,0.8337728046765663,0.8518132591144763,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/135/L4,<=8,7,7,7,,3,3,global_gap_early_commit,primary,0.9609375,0.955078125,0.9765625,8.0,7.0,15.0,0.5629393391251799,0.5277028117712224,tie_fail;unchanged_fail,tie_fail,4,False,False,False,
SingleLineInfilling/HumanEval/135/L5,<=8,8,8,8,,3,3,global_gap_early_commit,primary,1.0,0.9921875,1.0,8.0,8.0,13.0,0.7608746359616754,0.6822870562183437,tie_fail;unchanged_fail,tie_fail,5,False,False,False,
SingleLineInfilling/HumanEval/135/L6,<=8,3,3,3,,-1,1,global_gap_early_commit,primary,0.91015625,0.91015625,0.9375,21.0,3.0,13.0,0.41688640233828317,0.46043749880642,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/136/L0,13-16,16,16,16,,0,0,global_gap_early_commit,primary,0.9921875,0.99609375,1.0,4.0,16.0,16.0,1.1809926614295303,1.0,tie_pass,tie_pass,16,True,True,False,
SingleLineInfilling/HumanEval/136/L1,13-16,16,16,16,,0,0,global_gap_early_commit,primary,0.9921875,0.9921875,0.99609375,4.0,16.0,16.0,1.1763794088458213,1.0,tie_pass,tie_pass,16,True,True,False,
SingleLineInfilling/HumanEval/136/L2,17-24,3,3,32,32,9,9,no_remaining_masks,rescue,0.392578125,0.3828125,0.796875,21.0,,,,,tie_fail;triggered_failed_long;unchanged_fail,tie_fail,23,False,False,True,True
SingleLineInfilling/HumanEval/137/L0,9-12,16,16,16,,5,5,global_gap_early_commit,primary,0.921875,0.94140625,0.9765625,4.0,12.0,16.0,0.9503300322440752,0.9980315024568988,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/137/L1,17-24,20,20,20,,1,1,global_gap_early_commit,primary,0.97265625,0.875,0.98828125,3.0,20.0,20.0,0.9444374585798431,1.0,tie_pass,tie_pass,19,True,True,False,
SingleLineInfilling/HumanEval/137/L2,17-24,20,20,20,,1,1,global_gap_early_commit,primary,0.94140625,0.9453125,0.98046875,3.0,20.0,20.0,1.131454777110505,1.0,tie_pass,tie_pass,19,True,True,False,
SingleLineInfilling/HumanEval/137/L3,13-16,11,11,11,,-3,3,global_gap_early_commit,primary,0.984375,0.982421875,0.9921875,5.0,11.0,14.0,0.8374884119458348,0.7397099989674828,tie_fail;unchanged_fail,tie_fail,14,False,False,False,
SingleLineInfilling/HumanEval/137/L4,17-24,12,12,12,,-5,5,global_gap_early_commit,primary,0.85546875,0.90234375,0.9453125,5.0,12.0,14.0,0.8420648513553748,0.9572665873334469,tie_fail;missed_failed_long;unchanged_fail,tie_fail,17,False,False,False,
SingleLineInfilling/HumanEval/138/L0,13-16,3,3,32,32,18,18,no_remaining_masks,rescue,0.07763671875,0.15625,0.6875,21.0,,,,,tie_fail;unchanged_fail,tie_fail,14,False,False,True,True
SingleLineInfilling/HumanEval/139/L0,<=8,7,7,7,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,7.0,20.0,0.9724900563594424,0.8653250716182989,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/139/L1,<=8,8,8,8,,0,0,global_gap_early_commit,primary,0.97265625,0.9765625,0.984375,8.0,8.0,14.0,0.8237590937172145,0.7386764396148415,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/139/L2,13-16,13,13,13,,0,0,global_gap_early_commit,primary,0.93359375,0.95703125,0.96875,4.0,8.0,13.0,1.1162532084467691,0.9853200517150201,tie_pass,tie_pass,13,True,True,False,
SingleLineInfilling/HumanEval/139/L3,<=8,6,6,6,,0,0,global_gap_early_commit,primary,0.9921875,0.99609375,0.99609375,10.0,6.0,13.0,0.7380939582382718,0.6654606198798713,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/139/L4,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,13.0,0.7380939582382718,0.6515177484809521,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/139/L5,<=8,5,5,5,,-1,1,global_gap_early_commit,primary,1.0,0.9921875,1.0,12.0,5.0,13.0,0.4783942321914725,0.5196057239570839,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/14/L0,<=8,8,8,8,,3,3,global_gap_early_commit,primary,0.98828125,0.9765625,0.9921875,8.0,8.0,20.0,0.5236484918858536,0.4733195190177031,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/14/L2,9-12,9,9,9,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,7.0,9.0,13.0,0.9203393800254995,0.8066654471720538,tie_pass,tie_pass,9,True,True,False,
SingleLineInfilling/HumanEval/14/L3,9-12,9,9,9,,-1,1,global_gap_early_commit,primary,0.984375,0.984375,0.9921875,7.0,9.0,13.0,0.5831853497191284,0.5172154614513728,tie_fail;unchanged_fail,tie_fail,10,False,False,False,
SingleLineInfilling/HumanEval/14/L4,<=8,7,7,7,,3,3,no_remaining_masks,primary,0.09228515625,0.57421875,0.84375,9.0,4.0,13.0,0.4647258255574304,0.5792304296017236,tie_fail;unchanged_fail,tie_fail,4,False,False,False,
SingleLineInfilling/HumanEval/140/L0,<=8,6,6,6,,0,0,global_gap_early_commit,primary,0.98046875,0.984375,0.98828125,10.0,6.0,13.0,0.7472062293276333,0.6790016865118875,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/140/L1,<=8,6,6,6,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,10.0,6.0,13.0,0.7973237203191208,0.716053726903435,tie_pass,tie_pass,6,True,True,False,
